s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,2.548,,,1.668,,,,,,,,
,,,,3.184,,,1.884,,,,,
,,,,1.26,,,,,2.54,,,
,,,,,,3.0,,,,3.0,,
,,,,,1.064,,,0.984,,,,
,,,3.0,,,,,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,,,,1.064,,,0.984,,,,
,3.0,,,,,,,,,3.0,,
,2.62,2.94,,,,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,2.548,,,,,3.128,,,,
,,,2.452,1.832,,,,,,,,
,,,,1.88,,,,,,2.36,,
,3.0,,,,,,3.0,,,,,
,,,,0.504,2.984,,,,,,,
,,,,,,3.0,,,,3.0,,
,3.0,,,,,3.0,,,,,,
,3.0,3.0,,,,,,,,,,
,,,,,,,,3.0,3.0,,,
,,,3.0,,,,,,,,3.0,
3.0,,,,,,3.0,,,,,,
,,0.992,,,1.032,,,,,,,
2.22,,,,2.22,,,,,,,,
2.332,,,,2.352,,,,,,,,
,,,3.008,,,2.988,,,,,,
,,,,,,3.0,,3.0,,,,
,,3.0,,,,,,,,,3.0,
,,,0.504,,2.984,,,,,,,
,0.972,,,,1.112,,,,,,,
,,3.0,,,,,,,3.0,,,
,,,3.0,,,,,,,,,3.0
,,,,,,,,3.0,3.0,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,3.0,,,3.0,
,,,,,1.032,,0.992,,,,,
,,,,,1.016,,,,,,,0.996
0.996,,,,,1.016,,,,,,,
2.26,,,,2.26,,,,,,,,
,3.0,3.0,,,,,,,,,,
,,,0.504,,2.984,,,,,,,
,,,3.0,,,,3.0,,,,,
,,,,0.448,3.208,,,,,,,
,,,,1.156,,,,,,,,2.616
3.0,,,3.0,,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,3.0,3.0,,,
,,1.508,,,,,,,,,1.388,
,,,,,,,3.0,,,,3.0,
3.0,3.0,,,,,,,,,,,
,,1.068,,,,,,,,,,1.028
,,,,,,,3.0,,,,3.0,
,,,,,,,,3.0,3.0,,,
3.0,,,,,,,,,,3.0,,
,,,,,,3.0,,,,3.0,,
,,,,3.96,,1.56,,,,,,
,,,,1.884,,,,,,2.364,,
,,,,,1.064,,,0.984,,,,
,,,3.0,,,,,,3.0,,,
,2.776,,,,,,,,2.796,,,
,,,,,,,3.0,3.0,,,,
,,,,,,,1.5,,,,,4.0
,,3.0,3.0,,,,,,,,,
,,,,4.16,,1.26,,,,,,
,2.44,,,1.78,,,,,,,,
,,,3.0,,,,,,,,,3.0
,,,,,5.0,0.0,,,,,,
3.0,,,,,,,,3.0,,,,
,,,,,4.904,,,,,0.024,,
,,,,,1.064,,,0.984,,,,
,,,2.592,1.412,,,,,,,,
,,,,,,,,,3.0,,3.0,
,,,,1.96,,,,,,2.52,,
,,,3.0,,,,3.0,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,,,2.984,3.004,,,
,,3.0,,,,,,,,3.0,,
,,3.0,,,,,,,,,,3.0
,,,,,,,,3.0,,,,3.0
,,3.0,,,,3.0,,,,,,
,3.0,,,,,,,3.0,,,,
,,,,,5.0,0.0,,,,,,
,,,,1.04,,,,,,,,2.94
3.0,,,,,,,,,,3.0,,
3.0,,,,,,,3.0,,,,,
2.868,,,,,,,,,,2.868,,
,,,,,,,,,3.0,3.0,,
,,,,,,3.0,,,,3.0,,
,,,,,,,,,2.896,1.816,,
2.244,,,,2.264,,,,,,,,
,3.0,,,,,,,,,3.0,,
,,,,,,,3.0,,,3.0,,
,,,3.0,,,,,3.0,,,,
,,,,,1.064,,,,,,0.984,
,,,,,,,,3.0,3.0,,,
,,3.0,,,,,,,3.0,,,
,3.0,,,,,,,,,,3.0,
,,,,,1.064,,,,,,0.984,
3.0,,,,,,,3.0,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,3.0,,,3.0,,,
,,,,1.08,,,,,,,,2.82
,,,,,4.904,,,,,0.024,,
3.0,,,,,,,,,3.0,,,
,3.0,,,,,,,,,,3.0,
,,,,,5.0,0.0,,,,,,
,,3.0,3.0,,,,,,,,,
,,,,1.052,,,,,,,,2.792
,,,,,,3.0,,,,3.0,,
3.0,,3.0,,,,,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,0.512,2.952,,,,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,,,3.0,3.0,,
3.0,,3.0,,,,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,,3.0,,,,3.0,
,0.976,,,,1.096,,,,,,,
3.0,,,,,,,,,,3.0,,
,3.0,,,,,,,,3.0,,,
,,0.988,,,1.048,,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,,3.0,3.0,,,
,,,,,,,,,3.0,,,3.0
,,3.0,,,,,,,,3.0,,
,,,,,,,,3.0,,,,3.0
,,,2.988,,,,,,,,3.008,
,,,,,5.0,0.0,,,,,,
,,,,,,3.0,,,,,,3.0
,3.0,,,,,3.0,,,,,,
,,,3.0,,,,,,,,3.0,
,3.0,,,,,3.0,,,,,,
,3.008,,,,,,2.988,,,,,
,,2.684,,0.704,,,,,,,,
,,3.0,,,,,,,,3.0,,
3.0,,,,,,,3.0,,,,,
3.0,,,,,,3.0,,,,,,
,,,,1.684,,,,,,,2.424,
,,,,,1.064,,,0.984,,,,
,,3.0,,,,,3.0,,,,,
2.892,,,,,,,,2.892,,,,
,3.0,,3.0,,,,,,,,,
,,,3.0,,,,,,3.0,,,
2.228,,,,2.248,,,,,,,,
,,,,,,,3.0,,,,3.0,
,3.0,,,,,,,,,,,3.0
,,2.816,,0.996,,,,,,,,
2.212,,,,2.212,,,,,,,,
,,,,,,,,3.0,,3.0,,
,3.0,3.0,,,,,,,,,,
,,,,0.424,3.304,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,3.0,,,,,,,,3.0,
,2.8,,,1.28,,,,,,,,
,3.008,,,,,2.988,,,,,,
,,,3.0,,,3.0,,,,,,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,3.0,,3.0,,,,
,,,,,,,,2.72,,,2.68,
,3.028,,,,,,,,,,,2.848
,,,3.0,,,,3.0,,,,,
,,,,,,3.0,,3.0,,,,
,,,,3.056,,,1.836,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,3.0,,3.0,,
,3.068,,,,,,,,,,,2.688
3.0,,,,,,,,3.0,,,,
,,,,,4.92,,,,,0.02,,
,,,,,,3.0,,3.0,,,,
,,,,,,3.0,3.0,,,,,
,,,3.0,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,,,3.0,,3.0
,,3.0,,,,,,,,3.0,,
,3.0,,,,,,,,,,,3.0
,,0.992,,,1.032,,,,,,,
,,,,,,,3.0,,,,3.0,
3.0,,,,,,,3.0,,,,,
,3.0,,,,,,3.0,,,,,
,0.988,,,,1.048,,,,,,,
,,,,0.512,2.952,,,,,,,
,,2.908,,0.668,,,,,,,,
,,,,,,2.988,,,,,3.008,
,,3.0,,,,,,,3.0,,,
,3.0,,,,,,,3.0,,,,
,,3.008,,,,,,,,2.008,,
,,3.0,,,,,,,,3.0,,
,,,,,,,,3.0,3.0,,,
,,3.0,,,,,,3.0,,,,
,,,,,,3.0,3.0,,,,,
,,3.0,,,,3.0,,,,,,
,,,,0.556,2.776,,,,,,,
,,,,,,,3.0,,,,,3.0
,,3.0,,,,,,,,,,3.0
,,,,,1.08,,,,0.98,,,
,,3.24,,,,2.64,,,,,,
,,3.0,,,,,,,3.0,,,
,3.0,,,,,,3.0,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,3.0,,3.0,,
,3.0,,,,,,,,,,,3.0
,,2.888,,,,,,,,,,2.568
,,,,,,,3.0,,3.0,,,
2.296,,,,2.296,,,,,,,,
3.0,,,,,,3.0,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,3.0,,,,3.0,
,3.0,,,,,3.0,,,,,,
,,,3.0,,,,,,,,3.0,
2.932,,,,,,,,,,2.932,,
,,,,1.288,,,,,,,,2.688
,3.0,,,,,,,,3.0,,,
,,,,,,,,3.0,,3.0,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,3.0,,3.0,
,,,,,5.0,0.0,,,,,,
,,,,,,3.0,3.0,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,,3.0,,,3.0,
,,,,,,3.0,,,3.0,,,
3.0,,,,,,,3.0,,,,,
3.0,,,,,,,,,,,3.0,
0.996,,,,,1.016,,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,2.844,,3.104,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,3.0,,,,3.0,,
,,,,,,3.0,,,3.0,,,
,,3.0,,,,,,,,,3.0,
,,2.636,,,,,,2.336,,,,
,,,,,,,3.0,,,,3.0,
,,,,1.372,,,,,,,,2.672
,,,,,1.016,,,,,,,0.996
,,,3.0,,,,3.0,,,,,
,,,,,,,,,3.0,3.0,,
,,,,,,,,3.0,,,,3.0
,,,,,1.032,,0.992,,,,,
,,3.0,,,,,,,,,3.0,
3.0,,,,,,3.0,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,,,,3.0,,3.0
,,,,,,,,,,3.0,,3.0
,3.0,,,,,3.0,,,,,,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,,,,,,,3.0
,,,,,,,2.988,,3.008,,,
3.0,,,,,,,3.0,,,,,
,3.0,,,,,,,,3.0,,,
,3.0,,,,,,,,,,,3.0
,,,,,,,,3.0,3.0,,,
,,,,,,,,3.0,,,,3.0
,,,,,5.0,0.0,,,,,,
,,2.68,,0.72,,,,,,,,
,,,,,,,,,3.0,3.0,,
,,,3.0,,,,,3.0,,,,
,,,2.36,1.92,,,,,,,,
2.252,,,,2.272,,,,,,,,
,,,,1.3,,,,,,,,2.56
,,,,,1.144,,,0.964,,,,
,,,2.864,,,,,,,,,2.944
3.0,,3.0,,,,,,,,,,
,,,,,,,,,2.828,2.068,,
,,,,1.1,,,,,,2.66,,
,,3.0,,,,,,,,3.0,,
0.996,,,,,1.016,,,,,,,
,,,,1.804,,,,2.364,,,,
,,,,,,,3.0,3.0,,,,
,,,,,,,,,,,3.0,3.0
3.0,,3.0,,,,,,,,,,
2.208,,,,2.228,,,,,,,,
,,3.0,,,,,3.0,,,,,
,3.0,,,,,,,,3.0,,,
2.18,,,,2.2,,,,,,,,
,,3.0,,,,,,,,,3.0,
,,0.992,,,1.032,,,,,,,
,3.0,,,,,,,,,3.0,,
3.0,,,,,,,,,3.0,,,
,,3.0,,,,,,3.0,,,,
,3.0,,,,,,,,,,3.0,
,,,,1.068,,,,,2.708,,,
,,,3.0,,,,3.0,,,,,
,3.0,,,,,,,3.0,,,,
,,,,,,,,3.0,,,,3.0
,,,,,,,3.0,3.0,,,,
,,,,,,,3.0,,,,3.0,
,,3.0,3.0,,,,,,,,,
,3.0,,,,,,3.0,,,,,
,,2.36,,,,,,1.74,,,,
,3.0,,,,,3.0,,,,,,
,,,,1.66,,,,2.58,,,,
,0.988,,,,1.048,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,,,3.0,3.0,,,
,,3.0,,,,,,,,,3.0,
,3.0,3.0,,,,,,,,,,
,,,,,,3.0,,,,,,3.0
,,,,,,3.0,,3.0,,,,
,3.0,,,,,3.0,,,,,,
,,4.72,0.26,,,,,,,,,
,3.0,,,,,,,,,,,3.0
,,,3.0,,,,3.0,,,,,
,,,,,,,3.0,,3.0,,,
,,,,,1.064,,,0.984,,,,
,,,,,,,,3.0,,3.0,,
,,,3.0,,,,3.0,,,,,
,3.0,,3.0,,,,,,,,,
,,,3.0,,,,,,,3.0,,
,,,,,,,,3.0,3.0,,,
,,,,,,,,,3.0,,,3.0
,,,,,1.08,,,0.98,,,,
3.0,,,,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,1.032,,0.992,,,,,
,,,3.0,,,,,,,3.0,,
,0.988,,,,1.048,,,,,,,
,,,,1.352,,,,,2.552,,,
,3.0,3.0,,,,,,,,,,
,,,,,,,,3.0,3.0,,,
2.248,,,,2.248,,,,,,,,
,,,2.788,1.568,,,,,,,,
,,,,,,3.0,,,,,,3.0
0.996,,,,,1.016,,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,1.196,,,,,,,,2.696
2.992,,,,,,,,,,2.992,,
,2.576,,,1.396,,,,,,,,
,,,,1.864,,,,,,,2.304,
,,3.0,,,,,,,,,,3.0
,,3.0,,,,,,,,,3.0,
,3.0,,,,,3.0,,,,,,
,,,,,,3.0,3.0,,,,,
,,2.968,,,,,,,2.948,,,
,,,3.0,,,,3.0,,,,,
,,,3.0,,,,3.0,,,,,
,,,,,,3.0,,3.0,,,,
,,,3.0,,,,,,,3.0,,
,,3.672,,,,1.992,,,,,,
,,,,3.116,,,1.836,,,,,
,,3.504,,,,2.244,,,,,,
,,,,2.172,,,,2.372,,,,
,,2.844,,0.704,,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,1.032,,0.992,,,,,
,,3.012,,,,,,,,1.952,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,3.0,,,3.0,
2.996,,,,,,,,2.996,,,,
,3.008,,,,,,2.988,,,,,
,,,,,,3.0,,,,,,3.0
,,,,,,3.0,,,3.0,,,
3.0,3.0,,,,,,,,,,,
,3.0,,3.0,,,,,,,,,
,,3.0,,,,,3.0,,,,,
,,3.0,,,,,3.0,,,,,
,,,,,,,,3.0,,,,3.0
,3.004,,,,,,,,2.864,,,
,,,,,1.032,,0.992,,,,,
,2.668,,,1.248,,,,,,,,
,,,2.552,1.612,,,,,,,,
,,,,,,,,,,3.0,,3.0
3.0,,3.0,,,,,,,,,,
,,,,,1.096,,,,,,0.976,
,,,,3.12,,,1.86,,,,,
,,,,,,,3.0,,,,,3.0
0.996,,,,,1.016,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,,,,3.0,,3.0,
,,,,,,,,3.008,,,2.988,
,,0.992,,,1.032,,,,,,,
,3.0,,,,,,,,3.0,,,
,3.0,,,,,,,3.0,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,3.0,,3.0,,,
,3.0,,,,,,,,,,3.0,
,,,,,1.032,,0.992,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,,3.0,3.0,
,,,,,,,,1.812,2.212,,,
,,,,,,,2.988,,,,3.008,
,,,3.0,,,,3.0,,,,,
,,,,,,,,,2.972,2.972,,
,,3.0,,,,,3.0,,,,,
,,,,2.416,,,,,,2.096,,
,,,,,,,,,,,3.0,3.0
,3.044,,,,,,,2.824,,,,
,,,0.04,,4.84,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,,3.008,,2.988,,
,,,,,1.096,,,,,,0.976,
,,,3.144,,,2.784,,,,,,
,,,,,,,,,,3.0,,3.0
3.0,3.0,,,,,,,,,,,
,0.988,,,,1.048,,,,,,,
,,,2.584,1.404,,,,,,,,
,,,,4.024,,1.464,,,,,,
,3.0,,,,,,,,,3.0,,
,,2.708,,,,,,,,,2.708,
,,,3.0,,,,,,,,3.0,
,,,,,,,3.0,,,,,3.0
2.636,,,,,,,,,2.636,,,
3.0,,,,,,,,,,3.0,,
,,,,3.984,,1.524,,,,,,
,,,,,,2.256,,,,,,3.496
,3.0,,,,,,,,3.0,,,
,,,3.0,,,3.0,,,,,,
,,,,,,3.0,,,3.0,,,
,,,2.42,1.88,,,,,,,,
,,,,,,,,,2.712,,2.732,
,,,0.016,,4.936,,,,,,,
,,,,,1.064,,,,,,0.984,
,,,2.604,1.864,,,,,,,,
2.968,,,,,,,,,,,,2.968
,3.0,,,,,3.0,,,,,,
,,3.556,1.836,,,,,,,,,
,,,3.0,,,,,,,3.0,,
,,,,,,,,,3.0,,,3.0
,,,,,,2.496,,,3.336,,,
,,,3.0,,,,3.0,,,,,
,,,,,,3.0,3.0,,,,,
,,,3.0,,,,,,,,3.0,
,,,,,,,,3.0,,3.0,,
,,,,,,,,,3.0,3.0,,
3.0,,,,,,3.0,,,,,,
,,,,0.516,2.936,,,,,,,
,,,,,,,,3.0,3.0,,,
,,2.876,,,,,,2.536,,,,
,,,,,,3.0,3.0,,,,,
3.0,,,,,,,,3.0,,,,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,3.0,
,3.012,,2.672,,,,,,,,,
,3.24,,1.76,,,,,,,,,
,3.008,,,,,2.988,,,,,,
,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,3.0,3.0
,,,,2.076,,,,,,2.436,,
,,,2.408,,,,,3.148,,,,
,,3.0,,,,,3.0,,,,,
,,,,,,,,,,3.0,,3.0
3.0,,,,,,,3.0,,,,,
,,,3.0,,,,,,,,3.0,
,,,,,,,,3.0,3.0,,,
,,,3.0,,,,,,,,3.0,
,,,,,,,2.988,,,,3.008,
,,,2.496,1.636,,,,,,,,
0.996,,,,,1.016,,,,,,,
,3.0,,,,,,,,,,3.0,
,,,,,,,,3.0,3.0,,,
,,,,,5.0,0.0,,,,,,
3.0,,,3.0,,,,,,,,,
,3.0,,,,,,,,,3.0,,
,,,,,,,3.0,,,3.0,,
,,,,,,,3.0,,3.0,,,
,,,,,,,3.0,,,,,3.0
3.0,,,,,,,,,,3.0,,
,,,3.0,,,,,3.0,,,,
2.252,,,,2.272,,,,,,,,
,,,,,,,,2.72,,,2.88,
,3.0,,,,,,,3.0,,,,
3.0,,,,,,,3.0,,,,,
,2.936,,,,,,,,,2.936,,
,3.076,,,,,,,,,,,2.696
,,,,0.512,2.952,,,,,,,
,,,,,,,,,3.0,,,3.0
,,,3.0,,,,,,,,,3.0
3.0,,3.0,,,,,,,,,,
,,2.852,,0.612,,,,,,,,
3.0,,,,,,,3.0,,,,,
,,,0.016,,4.936,,,,,,,
3.0,3.0,,,,,,,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,2.528,,2.548,
2.936,,,,,,,,2.936,,,,
,,,,,1.08,,,0.98,,,,
,3.024,,,,,,,,,,,2.904
,3.0,,,,,,,,,,,3.0
,,,3.0,,,,,,,,3.0,
,,,,,1.096,,,,0.976,,,
,3.0,,,,,3.0,,,,,,
,,,,1.22,,,,,,,,2.66
,,,,,5.0,0.0,,,,,,
,,3.0,3.0,,,,,,,,,
,,,3.0,,,,,,,3.0,,
,2.72,,,1.28,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,,3.0,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,,3.0,,3.0,,,
,,,,,,3.0,,,,3.0,,
,,,,,,,,,3.008,,2.988,
,,,,1.372,,,,,2.692,,,
,0.976,,,,1.096,,,,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,,,,3.0,,3.0
2.388,,,,2.408,,,,,,,,
,,2.98,,,,,,,,2.96,,
,2.868,,,,,,,,2.868,,,
,,,,,,3.0,,,,,3.0,
,,3.0,,,,,3.0,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,3.0,,,3.0,,,
,3.0,,,,,,,,,3.0,,
,,3.0,,,,,,,3.0,,,
,,2.96,,0.62,,,,,,,,
,,,,,,,,,3.0,3.0,,
,,,,1.82,,,,2.38,,,,
,,,3.0,,,3.0,,,,,,
,,3.0,,,,,,,3.0,,,
,,2.972,,,,,,,,2.932,,
,,,,,,,,,,,3.0,3.0
,,,,,,3.0,,3.0,,,,
,3.0,,,,,,,,,,3.0,
,3.0,,,,,,,3.0,,,,
0.996,,,,,1.016,,,,,,,
,,,3.0,,,,,,3.0,,,
3.0,,,,,,,,,,,,3.0
,,,,,,,,,,3.0,3.0,
,,3.88,,,,,1.68,,,,,
2.236,,,,2.256,,,,,,,,
,,,3.0,,,,,,,3.0,,
2.212,,,,2.232,,,,,,,,
,2.524,,,1.564,,,,,,,,
,,,3.0,,,,,,,,3.0,
,,3.004,,,,,,,,,2.964,
,,,,,,3.0,3.0,,,,,
,,3.0,,,,,3.0,,,,,
,,,,,1.08,,,,,,0.98,
0.996,,,,,1.016,,,,,,,
,,,3.0,,,,3.0,,,,,
,,,,1.024,,,,,2.844,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,,,,3.0
,,,,,5.0,0.0,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,1.636,,,,,,,2.456,
,,,3.0,,,,3.0,,,,,
,,,,,,,,3.0,,3.0,,
,,,,0.524,2.904,,,,,,,
,,,,,,,,,,3.04,2.84,
,,,,,,,3.0,,3.0,,,
,,,,,,,,,,3.0,,3.0
,,,,1.8,,,,,,,2.46,
,3.0,,,,,,,,,3.0,,
,,,,,1.032,,0.992,,,,,
,3.0,,,,,,3.0,,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,3.0,3.0,,,,,
,,,,1.808,,,,,,,2.608,
,,,3.0,,,,,,,3.0,,
,,,0.496,,3.016,,,,,,,
,,,,,,,3.0,,3.0,,,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,,,,3.0,,,
,3.0,,,,,3.0,,,,,,
,,,,0.496,3.016,,,,,,,
,,,,1.036,,,,,3.056,,,
,,,,,1.08,,,,,,0.98,
,,,3.0,,,,,,,,3.0,
,,,,,,,3.0,,,3.0,,
,3.0,,,,,,,3.0,,,,
,,,3.0,,,3.0,,,,,,
,3.0,,,,,3.0,,,,,,
3.0,,,,,,,,,,3.0,,
,,,,,,,,1.944,2.724,,,
,,,,,,,,2.876,2.816,,,
,3.008,,,,,2.988,,,,,,
,3.0,,,,,,,,,,,3.0
,,,3.0,,,,,,,3.0,,
,,,3.0,,,,,,,3.0,,
,,,,,,,,1.856,2.716,,,
,,,,,,,,,,3.0,,3.0
,,2.668,,,,,,,,2.668,,
,,,,,,,,3.0,,,3.0,
,3.0,,,,,,,,3.0,,,
,,,,,,3.0,,,3.0,,,
,,,,,,,3.0,,,,,3.0
,,,,,,3.0,,3.0,,,,
,,,,1.364,,,,,,2.724,,
,,,,0.512,2.952,,,,,,,
,,,,,1.08,,,,,,0.98,
,,,,,,3.0,,,3.0,,,
,,,,,3.016,,,,,0.496,,
,,,,,,3.0,3.0,,,,,
3.0,,,,,,,,,,,3.0,
0.996,,,,,1.016,,,,,,,
,3.052,,,,,,,,,,,2.772
,1.3,,,,,,,,,,,1.4
,,3.0,,,,3.0,,,,,,
,,,,0.932,,,,,2.912,,,
,,,,,1.032,,0.992,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,,,,1.08,1.1
,,,,,,,,,,1.088,,2.908
,,,,,,,,2.492,,,,2.512
,3.008,,2.988,,,,,,,,,
3.0,,,,,,,,,,,3.0,
,,,3.0,,,,,,,3.0,,
,,,3.0,,,,,,3.0,,,
,,2.908,,,,,,2.908,,,,
3.0,3.0,,,,,,,,,,,
,,,2.972,,,,,,,0.872,,
3.0,,,,,,,,,3.0,,,
,1.052,,,,,,,,,,,1.132
,,,,,1.048,,,,,,0.988,
,,3.0,,,,,,,3.0,,,
,1.492,,,,,,,,,,,2.772
,,,,,,,,,3.0,,3.0,
,,,,,,,,1.876,2.496,,,
,3.0,,,,,,,,3.0,,,
,,,,,,1.008,,,,,,4.328
0.996,,,,,1.016,,,,,,,
,,,,1.832,,,,2.512,,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,1.996,,,,,3.656
,,,3.0,,,,,,3.0,,,
3.0,,,3.0,,,,,,,,,
3.0,,,,,,,,,,3.0,,
,3.0,,,,,,,,3.0,,,
,,,,,3.016,,,,,0.496,,
,,,,,3.016,,,,,0.496,,
,,,,,1.048,,,,,,0.988,
,,,,,3.032,,,,,0.492,,
,3.0,,3.0,,,,,,,,,
,,,3.0,,,,,,,,3.0,
3.0,,,,,,,,,,3.0,,
,,,,0.476,3.096,,,,,,,
,,0.992,,,1.032,,,,,,,
,,3.0,,,,,,3.0,,,,
0.996,,,,,1.016,,,,,,,
,,3.224,,,,2.664,,,,,,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,,3.032,,,,,0.492,,
,3.0,,,,,,,,,3.0,,
3.0,,,,,,,,3.0,,,,
,,,,,,1.008,,,,,,4.328
,,,,1.424,,,,,2.424,,,
,,3.0,,,,3.0,,,,,,
,,,,0.468,3.128,,,,,,,
,,,3.0,,,,,,,,3.0,
,,,,,,,3.0,,,,3.0,
,3.0,,,,,,,,,,3.0,
,3.0,,,,,,,3.0,,,,
,,,,,,3.0,,3.0,,,,
,,2.468,,,,,,,,,,2.508
,3.0,,,,,,3.0,,,,,
2.412,,,,,,,,,,,,2.412
,,3.0,,,,,,3.0,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,1.008,,,,,,4.328
,,3.0,,,,,3.0,,,,,
3.0,3.0,,,,,,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,0.496,3.016,,,,,,,
,,,,0.524,2.904,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,3.0,,3.0,,,
,,3.0,,,,,,,3.0,,,
,,3.0,3.0,,,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,,3.0,,,3.0,,
,3.0,,,,,,,3.0,,,,
,,,,0.492,3.032,,,,,,,
,1.992,,3.012,,,,,,,,,
,3.0,,,,,,,,,,3.0,
,,,,2.124,,,,2.324,,,,
,,0.996,,,1.016,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,,1.996,,,,,3.656
,3.0,,,,,,,,,3.0,,
,,,,,1.048,,,,,,0.988,
,,,,,,3.0,,,,3.0,,
3.0,,,,,,,,,,,3.0,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,3.0,3.0,,
,,3.084,,,,,,2.604,,,,
,,,,,,,,,,3.0,3.0,
,,,,1.352,,,,,,2.692,,
,,,,1.28,,,,,,,,2.84
,3.0,3.0,,,,,,,,,,
,,,,,5.0,0.0,,,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,,3.0,3.0,,,
,,,,,1.064,,,0.984,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,1.008,,,,,,4.328
,,,3.0,,,,,,,3.0,,
,,3.0,3.0,,,,,,,,,
,,,3.0,,,,,,,,3.0,
2.192,,,,2.192,,,,,,,,
,,,,,4.92,,,,,0.02,,
,,,,2.1,,,,2.46,,,,
,,,,,,,1.996,,,,,3.656
,,3.108,,0.568,,,,,,,,
,,,,2.044,,,,2.444,,,,
3.0,,,,,,,,,,3.0,,
,,,,,,3.0,,,,,3.0,
,3.0,,,,,,,,3.0,,,
,,,,,,,,,,3.0,3.0,
,,,,,,,,,1.4,,,1.5
,,3.0,,,,,,,,3.0,,
,,,,,,3.0,3.0,,,,,
3.0,,,,,,,3.0,,,,,
3.0,,,,,,,3.0,,,,,
,2.284,,,2.104,,,,,,,,
,,,,,,,3.0,,3.0,,,
,3.064,,,,,,,,,2.724,,
,,,,1.268,,,,,2.648,,,
,,,,,,3.0,,,3.0,,,
,0.972,,,,1.112,,,,,,,
,,,,1.048,,,,,2.748,,,
,,,,,4.92,,,,,0.02,,
,,,3.0,,,3.0,,,,,,
,,,,,,3.0,,,3.0,,,
,2.432,,,1.932,,,,,,,,
,,,,,,,,1.384,,,,2.224
,3.008,,,,,,2.988,,,,,
2.412,,,,,,,,,,,,2.432
,,,,,,,3.0,,,3.0,,
,,,,,,3.0,,,,,3.0,
,,,,,,,,,,3.0,3.0,
,,,,,,,3.0,,3.0,,,
,3.0,,,,,,,,,,3.0,
,,,,3.968,,1.548,,,,,,
,,,3.0,,,,,,3.0,,,
,,,3.0,,,,,,,3.0,,
,,,,,,3.0,3.0,,,,,
