s_0_score,s_10_score,s_11_score,s_12_score,s_13_score,s_14_score,s_15_score,s_16_score,s_17_score,s_18_score,s_19_score,s_1_score,s_20_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,,3.012,,,,,,,,,,,,,2.972
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,,,,,,1.304,,,,,,,,,1.244,
,2.376,,,,,,,,,,,,,,,,,,,2.376
,,,,,,,,,,,,,,3.0,,,3.0,,,
,1.44,,,,,,,,,,,,,,,,,,2.08,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,0.996,,,,,1.016,,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,,1.644,,,,,,1.844,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,2.272,,,,,,,,,,,,,2.072,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
3.0,3.0,,,,,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,2.828,,,,,,,,,,,,,,,,,2.868,,
,,,,,,,,2.544,,,1.684,,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,0.996,,,,,,,,1.016,,,,,,,
,,,,2.384,,,1.964,,,,,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,3.352,,,,,,,0.412
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,1.84,,,,,,,,,,,1.94,,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,3.984,,,1.524,,,,,,
2.244,,,,,,,,,,,2.264,,,,,,,,,
,,,,,,,,,,1.472,,2.112,,,,,,,,
,,,,,,,,,,,,2.672,,,,,2.952,,,
,,,,,,,,3.0,,,,,,,3.0,,,,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.508,2.968,,,,,,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,0.512,,2.952,,,,,,,
,,,,,,,,0.348,,,,,3.608,,,,,,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,1.076,,,,,,,,,,2.816,
,,,,,,,,,,4.328,,,,1.008,,,,,,
,,,,,,,,,,3.256,,,,,1.996,,,,,
,,,,,2.94,,,,,,,,,,,,,2.92,,
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,,,,2.92,,2.94,,,,,,,,,,,,,
,,,2.66,,,,,1.34,,,,,,,,,,,,
,,,,,3.0,3.0,,,,,,,,,,,,,,
,,,,,,,,0.348,,,,,3.608,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,1.552,,,,,,,1.632,,,
,,,,,,,,,,1.272,,,,,,,,,1.572,
,,,,,,,,,0.408,,,,3.368,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,2.388,,,,2.388,,,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,,,3.0,3.0,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,,,,,,,,2.532,1.492,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,0.408,,,,3.368,,,,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,,,,,,,,,,3.0,,,3.0,,,
,,,,,,2.44,,,,,1.9,,,,,,,,,
,,,,2.484,,,,,,,1.784,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,2.308,,,,,,,,,1.808,,,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,,,,,,1.772,,,,,,,2.532,,
,,,,,,,,,1.228,,,,,,,,,,2.588,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,,,,,1.716,,2.016,,,,,,,,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,2.304,,,,,,1.824,,,,,,,,,
,,,,,,2.9,3.0,,,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,1.688,2.448,,,,,,,,
,,,0.988,,,,,,,,,,1.048,,,,,,,
,,,1.66,,,,,,,,,,,,,,,1.68,,
,1.604,,,,,,,,,,,,,,,,,,2.404,
,,,3.0,,,,,,,,,,,,3.0,,,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,,,,,,,3.0,,,,,,,3.0,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.148,,,,,2.108,,,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,3.0,,,,,3.0,,,,,,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,,,,,,,0.012,4.952,,,,,,,
,,,,,,,,,,,,,1.064,,,,0.984,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,,,,,,1.612,,,,,,,,,,,,1.912,
,,,2.708,,,,,,,,1.028,,,,,,,,,
,,,,,,,,,,,1.772,,,,,,,,,2.412
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,3.0,3.0,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,3.0,,,,,,,,,,,,,,,,3.0
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,,,,,,,3.148,,,,,1.788,,,,,
,,,,,,,,,,2.116,,,,,,1.496,,,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,,,,1.4,,,,,,,,,,,,1.9,
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,,1.416,,,,,,,,,,,,1.916,
,,,,,,,,,,,,,,,,1.032,,,1.072,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,1.308,,,,,,,1.948,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,3.0,,,,1.84,,,,,
,2.956,2.976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.068,,1.728
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,,,,,1.54,,,2.14,,,,,,,,,,
,,,,,,2.232,1.972,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,,,1.16,,,,,,,,,,,1.34,,,
,,,,,,,3.0,,,,,,,,,,3.0,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,2.356,,,,,,,,,,1.556
,,,,,,,,1.448,,,,,,,,,,2.188,,
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,3.008,,,,,,,,,,,,2.988,,,,,,
2.14,,,,,,,,,,,2.14,,,,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,3.0,,,,3.0,,,,,,,,,,,,,
,,1.028,,,,,,,,,,,,,,,,,1.028,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,2.044,2.104,,,,,,,,,,,,
,0.756,,,,,,,,,,,,,,,,,,2.956,
,,,,,,,,,,5.0,,,,0.0,,,,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
2.932,,,,,,,,,,,,,,,,,,2.932,,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,2.516,,1.736,,,,,,,,,
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,,,,1.104,,,,,,,,,,2.564,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,3.176,,,,1.896,,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,2.584,,,,,,,,1.184,,,,,,,,,
,,1.012,,,,,,,,,,,,,,,,1.012,,
,,,,,2.304,,,,,,2.064,,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
2.928,,,,,,,2.948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,,,1.204,,,,,,,,,,,,,1.164,,
,,,,,,,,,,2.608,,,,,,,,,1.428,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,2.276,,1.916,,,,,,,,,
,,,,1.068,,,,,,1.108,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,,3.0
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,2.668,,,,,,2.328,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,0.756,,,,,,,,,,,,,,,,,,2.956,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,1.076,,,1.076,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,,,,2.756,,,1.696
,,,,,,,,,,,,,,3.0,,3.0,,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,,,,,0.904,3.004,,,,,,,,,,
,,,2.444,,,,,,,,,,,,,,,,,1.504
,,,2.88,,,,,,,,1.1,,,,,,,,,
,,2.5,,,,,,,,,,,,,,,2.46,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,3.296,,,,,,,,,,2.316,,,,,
,,,,,,,,,,,,,,2.028,,3.648,,,,
,,,,,,,,,,3.432,,,,,1.992,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,,,1.928,,,,1.888,,,,,,,,,,,
,,,,,,1.164,,,,,,,,,,,,,1.364,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,,,1.624,,,,,,,,,,,,2.244,
,,3.0,,,,,,3.0,,,,,,,,,,,,
2.492,,,,,,,,,,,,,,,,,,2.492,,
,,,,,,,,,,,1.88,2.34,,,,,,,,
,,,,,,,,,2.328,,1.848,,,,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
2.212,,,,,2.232,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,3.0,,,,,,,,,,,,,,,,,,3.0
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,1.892,1.912,,,,,,,,,,
,,1.168,,,,,,,,,,,,,,,,1.068,,
,0.616,,2.976,,,,,,,,,,,,,,,,,
,,,,,,,2.904,2.804,,,,,,,,,,,,
,,,,,,,,,,,,1.188,,,,,,,1.508,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,0.996,,,,4.336,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,0.92,,,,,,2.9,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,,,,,,,,,,,,,3.0,,,,,3.0
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,,,,,,,2.748,,,,,,,,,,,,2.528
,,,,0.992,,,,,,,,,1.032,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,2.132,,,,,,,,,,,2.132,,,
,,,,,,,,,,,,,,,,1.084,,1.044,,
,,,,,,,,,,3.432,,,,,1.992,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,2.824,,,2.604,,,,,,,,,,,,,,
2.372,,,,,,,,,,,2.372,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.488,,2.288
,,,,,,,,,,,,3.0,,3.0,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,1.98,,,,,,,,,,,,,2.06,,
,,,2.432,,,,,,,,,,,,,,,,,2.072
,,,,,,,,,,,,,1.048,,,0.988,,,,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,,,1.784,,,,,,,,,,,,1.944,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,1.78,,,,,,,1.08,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,1.82,,,,,,,,,,,,,,1.48,,
,0.488,,,,,,,,,,,,3.048,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,3.0,,,,,,,,,,3.0,,,,
,,,,,,,,,,2.012,,,,,,,,,1.592,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,1.196,,,,,,2.596,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,,,,,1.0,,,,,,,,,,,1.34,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,,,3.304,,,,,,,,2.544,,,,,,,,
,3.0,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.016,,,,,0.996,,
,,,,,1.072,,,,,,,,,,,,,1.112,,
,,,,1.744,,,,,,1.804,,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
2.172,,,,,,,,,,,2.172,,,,,,,,,
,,,,,,,,,,0.992,,,1.032,,,,,,,
2.304,,,,,,,,,,,2.304,,,,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,2.54,,,,,,,,1.34,,,,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,1.036,,,,,,,,,,,,,,,,1.036,,
,,,,,,,,,,,,,,,3.0,,,,,3.0
,,,,,,,3.0,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,3.0,,,3.0,,,
,,,,,,,1.624,,,,,,,,,,,,2.244,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,,,,,,,,,1.016,,,,,0.996,,
,,,,,,2.592,,,,,1.712,,,,,,,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,2.456,,,,,,1.916,,,,,,,,,
2.36,,,,,,,,,,2.38,,,,,,,,,,
,,,,,,,,,,,,1.972,,,,,,2.172,,
,,,,,,,,,,,1.732,2.212,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,,,2.664,,,,1.524,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,1.584,,,,,,,,,,,,,,,,,1.624,
,1.448,,,,,,,,,,,,,,,,,,1.908,
,,,,,,,3.0,,,,,3.0,,,,,,,,
,,,,,,,,,2.248,,,,,,,,,2.748,,
,,,,,,,,,2.416,,1.896,,,,,,,,,
1.78,,,,,,,,,,,,,,,,,,,1.78,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,1.488,,,,,,,,,,,1.908,,,,
,,,,,1.592,1.892,,,,,,,,,,,,,,
,,,,,,3.0,3.0,,,,,,,,,,,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,0.996,,,,,,1.016,,,,,,,
,,,,,,,,,,,1.944,,,,,,,,,2.284
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,,,1.088,,,,,,,,,,,,1.108,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,,,2.172,,2.232,,,,,,,,,,,,,
,,,,,,,,,3.008,,,,,,2.988,,,,,
,,,,,,,3.0,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,,,,,3.0,3.0,,,,,,,,,,,,,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,1.012,,,,,,,,,,3.192,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,,1.208,,,,,,,,,,3.028,,
,,,,1.744,,,,,,1.804,,,,,,,,,,
,,,,,1.592,1.892,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,1.676,,,,,,,,,2.656
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,,,,0.984,,,,,,,1.064,,,,,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.896,,2.776
,,,,,,,,,,2.44,,1.46,,,,,,,,
,,,,,,,,,,4.008,,,,1.488,,,,,,
,,,,,,,,,,1.596,,,,,,1.896,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,1.536,,,,,,,2.776,,
,,,,,,,,,,,,,,,,,2.368,1.408,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,,,,,,2.78,,,,,,,,,2.76,,,,
,,,,,,,,,1.7,2.04,,,,,,,,,,
,,,,,,,,,1.416,,,,,,,,,2.516,,
,,2.636,,,,,,,,,1.216,,,,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,2.988,,,3.008,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,3.0,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,,,,3.004,,,,,2.984,,,,,,,,
,,,,,,,,,,,1.312,,,,,2.612,,,,
,,,3.036,,,,,,,,0.856,,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
2.688,,,,,,,,,,,,,,,,,,,2.708,
,,,,,,,2.808,,,,,,,,,,2.808,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,,,,,,,,,,1.912,,,,,,2.352,,
,,,,,,,,,2.496,,1.756,,,,,,,,,
,,,,,,,,,1.416,,,,,,,,,2.516,,
,,,,,,,1.02,,,,,,,,,,,1.1,,
,,,2.012,,,,,,,,,,,,,,,,1.512,
,,2.968,,,,,,,,,,1.368,,,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
,,,,,,,,,,1.316,,,,,,1.356,,,,
,,,,,,1.244,,,,,,,,,,,,1.124,,
,,,,,,,,,,,,,,,,,,,1.552,2.472
,,,,,3.0,,3.0,,,,,,,,,,,,,
,,,2.824,,,,,,,,0.984,,,,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,3.0,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,3.952,,,1.572,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,1.484,,,,,,,1.164,,,
,,,,,,,3.0,,,,,,,,,,,,,3.0
,,,,,,,,,1.7,2.04,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,2.8,,,,2.46,,,,,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,,,,,,,,2.336,1.576,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.98,,1.52
,,,,,,,,2.576,,,1.716,,,,,,,,,
,,,,,,,,,,,,0.496,3.016,,,,,,,
,,0.996,,,,,,,,,,,1.016,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,3.0,3.0,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,,3.0
,,,,,2.296,,,,,,2.216,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.58,,2.0,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,,,,3.0,3.0,,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,,,,,,,2.492,,1.832,,,,,,,,,
,,,,,,2.656,,,2.556,,,,,,,,,,,
,,,,,,,,0.34,,,,,3.64,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,1.032,,0.992,,,,,
,,1.036,,,,,,,,,,,,,,,,1.036,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,0.464,,3.144,,,,,,,
,,,,,,,,,,,0.484,,3.064,,,,,,,
,,,,,,,,,2.26,,,,,,,,2.16,,,
,,,,2.044,,,,,,,,,,,,,,,1.844,
,,3.016,,,,,,,,,,,,,2.976,,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,0.028,,,,4.888,,,,,,,
,,,,,,,,,,,,0.496,3.016,,,,,,,
,,,,2.7,,,,,,,1.42,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,,,,,,,,,3.92,,,1.62,,,,,,
,,,,,,,,,,,,,,,,1.036,,,1.176,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.624,,,,,4.584,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,1.836,,,,,,,,,,,1.896,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,,,,,,,,,,,,,3.336,,,,,,,0.416
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,,,1.152,,,,,,,,,,3.112,,
,,,,,,,,,,,,,,,,1.012,,1.032,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,1.572,,,,,,,,,,,,,,,2.132,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,1.588,,,,,,2.548,,,
2.548,,,,,,,,,,2.548,,,,,,,,,,
,,,,,,1.124,,,,,,,,,,,,,1.204,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,3.336,,,,,,,0.416
,,,,,,,1.556,,,,,,,,,,,2.176,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,0.992,,,,,,,,,,1.032,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,1.712,,,,,,,,,,2.492,
,,3.0,3.0,,,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,1.328,1.508,
,,,,,,,0.988,,,,,,1.048,,,,,,,
,,,,,,1.132,,,,1.132,,,,,,,,,,
,,,,,,,2.668,,,,1.228,,,,,,,,,
,,,,,3.008,,,,,,,,,2.988,,,,,,
,,,,,,,,,,,1.748,,,,,,,,,2.368
,,,,,,1.172,,,,,,,,,,,,,1.372,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,4.2,,,,1.2,,,,,,
,,,,,,,,2.44,,,1.64,,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,,2.82,0.94
,,,,,,,,2.528,,,,,,,,,,,,2.388
,,,,,,,,,,,0.536,,2.856,,,,,,,
,,,,,,,,2.716,,,,,,,,,,,,2.636
,,1.012,,,,,,,,1.012,,,,,,,,,,
,1.94,,,,,,2.82,,,,,,,,,,,,,
,,,,,,,,2.572,,,1.752,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.328,1.508,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,1.008,,,,,,,,2.928,
,,,,,,,2.0,,2.04,,,,,,,,,,,
,,,,,1.7,,,,,,,,,,,,,,2.6,
,,,2.712,,,,,,,,1.072,,,,,,,,,
,,,,,,,,1.5,,2.14,,,,,,,,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,,,2.26,2.34,,,,,,,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,,,,,0.34,,,,,3.64,,,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
2.116,,,,,,,,,,,,,,,,,,2.116,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,2.908,,,,,,,,2.868,,,,,,,,,,,
,,,,,2.996,,,,,,,2.996,,,,,,,,
,,,,,,,,,,,1.504,,,,,2.404,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,,,,,,2.608,,0.868,,,,,,,,
,3.0,,3.0,,,,,,,,,,,,,,,,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,,,2.716,,,,2.476,,,,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,2.412,,,,,,,,,,,,2.272,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,2.428,,,,,,,,,2.268
,,,3.0,,,,,,,,,,,,,,3.0,,,
,,2.124,,,,,,,,,,,,,,,,1.524,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,1.04,,,,,1.14,,,,,,,,,,
,,,,,,,,,,,,0.032,4.872,,,,,,,
,,,,,,,,,,2.4,,,,,,,,,,2.28
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,3.0,
,0.504,,,,,,,,,,,,2.984,,,,,,,
,,,,3.008,,,,,,,,,,,,,,,,2.988
,,0.992,,,,,,,,,,,1.032,,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,3.0
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.644,,0.164,,
,,2.084,,,,,,,,,,,,,,,2.024,,,
,,,,,,,,,,,,,,,3.0,,,,,3.0
,3.0,3.0,,,,,,,,,,,,,,,,,,
,,,,,1.04,,,,,1.14,,,,,,,,,,
,,,,,,,,,,,,,4.904,,,,,,0.024,
,,,,,,,,,2.216,,1.976,,,,,,,,,
,,,,,,,,2.496,,,1.776,,,,,,,,,
