s_0_score,s_10_score,s_11_score,s_12_score,s_13_score,s_14_score,s_15_score,s_16_score,s_17_score,s_18_score,s_19_score,s_1_score,s_20_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,0.992,,,,,,,1.032,,,,,,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,1.16,,,,,,1.94,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,2.38,,,,,,,,,,2.0,,,,,,,,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,1.216,,,,,,1.936,,
,,,,,,,,3.0,,,,,,,,,,,3.0,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,,0.072,,4.812,,
,,,,,,,,,,,,,1.048,,,,,0.988,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,,,,2.624,,,,,,1.844,,,,,,,,,
,,,,,,,,,,,1.208,,,,,,2.828,,,
,,,,,,,,,,,,,,,1.732,,,3.392,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,,,,,,,3.0,,,,,3.0,,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,1.752,,,,,,,,,,,,,,,1.292,,
,,,,,,,,,,,,,,,,,,1.04,,1.06
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,0.984,,,,,,1.064,,,,,,,
,,,,1.532,,,,,,,,,,,,,,1.612,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,,,,,1.112,,,,,,,,,,,2.652,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,2.868,,,,,,,,,0.868,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,4.296,,1.056,,,,,,
,,,,,,2.984,,,,,,,,,,,,,2.984,
,,,,,,,,,,,,,,2.988,,,3.008,,,
,,,,2.812,,,,,,,1.552,,,,,,,,,
,,,,,,,,,,1.788,,,,,,,,,2.068,
,,,,,1.776,,,,,2.016,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,1.112,1.092,,
,,,,,,,3.0,,,,,,,,,3.0,,,,
,,,,,2.448,,,,,,1.688,,,,,,,,,
,3.008,,,,,,,,,,,,,,2.988,,,,,
,,,,,1.56,,,,,,,,,,,,,1.74,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,2.644,,,,,1.404,,,,,,,,,
,2.628,,,,,,,2.848,,,,,,,,,,,,
2.804,,,,,,,2.824,,,,,,,,,,,,,
,,,,,,,,,,,,2.612,,,,,,,,2.672
,,,,,,,,,,,1.504,,,,,2.664,,,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,,,,,,1.716,,,2.776,,,,,,,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,3.0,3.0,,,,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,0.996,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,,,4.936,,,0.016,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,0.988,,,,,,,,,,1.048,,,,,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,,1.56,,,,,,,,,,,,,1.74,,
,,,,,,,,,2.004,,,,,,,,,1.924,,
,,,,,,,,,,,,4.768,,0.348,,,,,,
,,,,,,,,,,,,,,,,,1.872,1.712,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
,0.372,,,,,,,,,,,,3.512,,,,,,,
,1.348,,,,,,,,,,,,,,,,,2.528,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,0.996,,,,,,,,,,,1.016,,,,,,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,,,0.992,,,,,,1.032,,,,,,,
,,,,,,,2.2,2.36,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,,,,3.0,
,2.956,,,,,,,,,,,,,,,,2.956,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,2.12,,,,,,,,2.0,,,,,,,,,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,2.548,,,,,,2.548,,,,,,,,,,
,,,,,,,,,,2.708,1.528,,,,,,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,1.596,,,,,,,2.536,,
,,,,,,,,,,,,,1.032,,,,,,,0.992
,1.708,,,,,,,,,,,,,,,,,,,1.808
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2.152,1.672,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,,,2.984,,,,,,,,,,3.004,,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,,,,1.796,1.736,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,,,,,,,,,,,2.328,,,3.168,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,1.932,,,,,,,,,,,2.112,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,3.9,,,,,,,,,,,,,1.32,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,1.488,,,,4.008,,
,2.988,,,,,,,,,,,,,,,,3.008,,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,3.0,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.488,,,,4.008,,
2.156,,,,,,,,,,,2.176,,,,,,,,,
,,,,,,,3.0,,,,,,,,,3.0,,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,3.0,,,,,3.0
,,,,,,,,,3.0,,,3.0,,,,,,,,
,,,,,,,,,2.736,,,,,,,,,,,2.916
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,,,,3.0,3.0,,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,3.0,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,3.0,,,,
,1.292,,,,,,,,,,,,,,,,,2.492,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,3.0,,,,,3.0,,,,,,,,,,,,,
,,,,,,2.996,,,,,,,,,,,2.996,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,,,,,0.512,,,,2.952,,,,,,,
,,,,,,,3.004,,,,,,,,,2.984,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,0.976,1.096,,,,,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,3.0,,,3.0,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.088,3.168
,,,,,,,,,,1.304,,,,,,,,1.324,,
,,,,,,,,,,,,,,3.0,,,3.0,,,
,,,3.0,,,,,,,,,,,,,,,,3.0,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,1.304,,,,,,,,,2.644
,,3.0,,,,,,,,,,,,,,,,,3.0,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,,3.0,,,,3.0,,,,,,,,,,,,,
,,,1.096,,,,,,,,,,,,,,,1.316,,
,,,,1.036,,,,,,,,,,,,,,1.036,,
,,,2.624,,,,,,,2.824,,,,,,,,,,
,,,,,,,2.552,,,,1.772,,,,,,,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,2.796,,,,,,,,,,,,,,,,2.776,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,0.996,,,,,,,,,,,1.016,,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
,2.416,,,,,,,,,,1.576,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,2.864,,,,,1.424,,,,,,,,,,,,
,,,,,,,0.988,,,,,,1.048,,,,,,,
,,,,,3.0,,,,,,,,,,,3.0,,,,
,,,,,,3.0,,,,,,,,,,,,,3.0,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,,,,,,,,1.032,,,,,,,0.992
,,2.768,,,,,,,,,1.088,,,,,,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,1.064,,,,,0.984,,
,,,,,2.772,,,,,,,2.872,,,,,,,,
,,,,,,,2.464,,,,1.904,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,,,,3.0
,,,,,,,,2.588,,,1.748,,,,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,3.0,,,,,,,,,,,,,3.0
,,0.996,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,,,,,2.828,,,,,,,,,,,,1.148,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,,,,,3.0,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,,,,,,,2.772,,,,,,,1.332,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,,,,1.184,,3.224
,,,,,3.0,,,,,,,,,,,,,,,3.0
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,2.996,,,,,,,,,,,2.996,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,2.376,,,,1.696,,,,,,,,,,,,,
,2.364,,,,,,,,,,1.844,,,,,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,1.572,,,,,2.472,,,,
,,,2.5,,,,,,,,1.44,,,,,,,,,
,,,2.356,,,,,,,,,2.536,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,,3.0,,,,3.0,,,,,,,,,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,2.824,,,,,,,,,,,,,2.824,,,
,2.084,,,,,,,,,,,,,,,,,1.804,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,2.996,,,,2.996,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,,,,,,2.228,,,,2.248,,,,,,,,
,,,,2.632,,,,,,,,,,,,,,1.392,,
,,,,,,2.988,,,,,,,,,,,3.008,,,
,,,,,3.0,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,1.032,,,,,,,0.992
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,,,,2.028,,,,,,,,,,,,,1.628,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,3.0,
,3.008,,,,,2.988,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.924,2.044,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
2.996,,,,,2.996,,,,,,,,,,,,,,,
,,,,2.832,,,,,,,1.252,,,,,,,,,
,1.94,,,,,,,,,,,,,,,,,2.04,,
,,,,,,,,,,1.864,,,,,,,,1.344,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,,,,,,,0.504,,,,2.984,,,,,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,3.008,,,,,,,,,,2.988,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,,2.756,,,,1.396,,,,,,,,,
,,,,,2.708,,,,,,1.488,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,,,,2.096,,,,,,,,,1.716,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
2.956,,,,,,,,2.956,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,3.0,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,3.104,2.824,,,,,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,3.0,,,,,,,,,,,,,,3.0,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,,,0.492,,,,,3.032,,,,,,,
,,,,,,,,,,,,,4.936,,,0.016,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,,2.516,,,,1.836,,,,,,,,,
,,2.704,,,,,,,,,0.984,,,,,,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,3.0,,,,,,3.0
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,2.56,,,,,2.52,,,,,,,,,,,
2.284,,,,,,,,,,,2.284,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,,,,,,3.0,,3.0,,,,,,,,,,,
,3.0,,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,3.0,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,0.976,1.096,,,,,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,2.896,,,,,,2.096,,,,,,,,,,,,
,,,,,,2.972,,2.832,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,2.512,,,,,,1.552,,,,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,2.412,,,,,,,,,,,,,,1.352,,
,2.996,,,,,,,,,,,,,,,2.996,,,,
,,,,,,,,,3.432,2.352,,,,,,,,,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
,,2.252,,,,,,,,,,2.192,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,,,,,,,,,,,0.976,1.096,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,1.792,,,,,,,,,,,,,,,1.632,,
,,,2.872,,,,,,,,,2.892,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,,3.0
,,,,2.94,,,,,,,,,,,,,,,,2.88
,,,,,,,,,,3.0,,,,,,,,,,3.0
3.0,3.0,,,,,,,,,,,,,,,,,,,
,1.884,,,,,,,,,2.644,,,,,,,,,,
,,,,,,,,,3.38,,,,,,,1.46,,,,
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,3.0,,,,,,,,,,,,,,,,,,3.0
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,1.032,,,,,0.992,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
,,,,0.984,,,,,,,,,1.064,,,,,,,
,,,,,,3.0,,,,3.0,,,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.996,,2.996,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,,,,,1.528,,2.248
,,,,,,,,,,,,,,,,,2.492,2.452,,
,,,,,,,,,,3.0,,,,,,3.0,,,,
3.0,,,,,,,3.0,,,,,,,,,,,,,
2.224,,,,,,,,,,,2.224,,,,,,,,,
,,,,,,2.544,,,,,1.484,,,,,,,,,
,,,,3.0,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,0.464,,3.144,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,,,0.984,,,,,,,1.064,,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,2.072,,,,,,,,,,,,,,,,1.412,,
,,,,,,,,,,,,,,,,3.0,,,3.0,
,,,,2.672,,,,,,,1.372,,,,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,2.788,,,,,2.628,,,,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,3.0,,3.0,,,,,,,,,,,,,,,,,
,,2.072,,,,,,,,,,,,,,,,1.412,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,,,,2.472,,,,,,,,,,2.432,,
,,,,2.452,,,,,2.652,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,,3.0,3.0,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,,,3.0,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,,,1.02,,,,,,,,,,2.26,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,,,,,,,,,,,,,4.968,,,0.008,,,,
,,,,,,,,,,,1.34,,,,,2.7,,,,
,,,,,,,,,,2.108,,,,,,,,1.188,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,2.84,,2.7,,,,,,,,,,,,,,,,
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,2.288,,,,,,,,,,,,,,1.348,,
,,,,,,,,,,,,2.976,,,,,3.016,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,,2.044,,,,,,,,,,,,,1.624,,
,3.0,,,,,,,,3.0,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,,,,2.064,1.364,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
,,,,2.688,,,,,,,1.268,,,,,,,,,
,,,,,,,,,,,,,1.112,,,,0.972,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,1.352,,,,,,,,,2.712
,,,,,,,,,,2.648,1.348,,,,,,,,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,3.008,,,,,,,,2.988,,,,,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,,,,,,1.832,,,,,,2.032,,
,,,,,,,,,3.008,,,2.988,,,,,,,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,2.84,,1.2,,,,,,,,,
,,,,,2.044,,,,,,,,,,,,,1.624,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,3.0
,,,,,,,,3.0,,,,,,,3.0,,,,,
,,,,,,,,,,2.988,,,,,,,,,,3.008
,,,,,,,,2.924,,,,,,,,,,,,2.824
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,2.988,,,,3.008,
,,,,,,,3.312,,,,,,,,2.532,,,,,
2.308,,,,,,,,,,,2.328,,,,,,,,,
,,,,,,,,,,,1.228,,,,,,,,,2.808
,,,,2.944,,,2.764,,,,,,,,,,,,,
,,,,,,2.972,,,3.012,,,,,,,,,,,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,,2.876,,,,,,,,,,,,,2.876,,,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,4.952,,,0.012,,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,1.064,,,,,,0.984,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,,,,,,,3.008,,,,,,,2.988,,,,,,
,,,,,,2.316,,,,,,,,,,,,,,2.236
,,,,,,,3.008,,,2.988,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,,,,2.68,,2.68,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,2.572,,,,,,,,1.332,,,,,,,,,
,,,0.996,,,,,,,,,,,,,,,1.076,,
3.0,,,,,,,,3.0,,,,,,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,2.288,,,,,,,,,,,,,,1.348,,
,,,,,3.0,,3.0,,,,,,,,,,,,,
,,,,,,,3.0,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,,2.152,,,3.212,,
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,1.2,,,,4.2,,
,,,,,,,2.832,,,,,,,,,,2.852,,,
,,,,,,,,,,,1.952,,,,,2.192,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,3.064,,,2.904,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,,,1.164,1.164,,
,2.412,,,,,,,,,,1.952,,,,,,,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,,,,3.0,,,,,3.0,,,,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,1.032,,,,0.992,,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,0.512,,,,2.952,,,,,,,
,,,,,,,,1.9,,,,,,,,,,1.92,,
,,,,,,,3.0,,,,,,,,,,,,3.0,
,,,,,,,,,,2.456,1.316,,,,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,3.008,,,,,,,,,2.988,,,,,,
,,,,,,,,,,,1.024,,,,,,2.824,,,
,2.092,,,,,,,,,,,,,,,,,,,3.312
,,,,,,2.984,3.004,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,2.556,,,,,,,,,,,,,,,1.976,,
2.248,,,,,,,,,,,2.268,,,,,,,,,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,,,,2.768,,,,,,2.548,,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,2.452,,,,,,,,,,,,2.392,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,3.0,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,3.888,,,1.668,,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,1.28,,,,,,2.64,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,2.132,,,,,,,,2.352,,,,,,,,,,
,,,,,,,,,,,,,1.064,,,,,,0.984,
,,,,,,,,,,,,,,,,3.0,,,3.0,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,3.0,,,,,,,,,,3.0,,,
,,,,3.0,,,,,3.0,,,,,,,,,,,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,,3.0,,,3.0,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,,,,,,,,1.052,,,,,,,,,2.792
,,,,,,2.256,,,,,1.756,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,,3.0,,,,,3.0,,,,,,,,,,,
