s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,,,,1.412,,,1.552
,,,,1.564,,,,,,,2.704,
,,,,,1.096,,,,,0.976,,
,,,,,,,,,2.092,,1.412,
,,,,1.512,,,,,,,,2.512
,,,1.776,,,,,,,,,2.116
,,,,1.272,,,,,,,2.632,
,,,,1.612,,,,,,2.552,,
,,,,,1.08,,,,,0.98,,
,,,,,,3.0,3.0,,,,,
,3.232,,,,,,2.652,,,,,
,1.208,,,,,,,,1.188,,,
,,,,3.256,,,1.936,,,,,
,,,1.508,,,,,,,,1.948,
,,0.356,,,3.576,,,,,,,
2.66,,,,,,,,,,,2.66,
2.66,,,,,,,,,,,2.66,
,,,1.776,,,,,,,,,2.116
,,,,,1.032,,,,,,0.992,
,,,1.472,,,,,1.452,,,,
,3.672,,,,,,1.992,,,,,
,,,,3.992,,1.512,,,,,,
,2.528,,,1.588,,,,,,,,
,,2.372,,,,,,,,1.632,,
,,,3.2,,,,1.9,,,,,
,,,,1.376,,,,,,,,2.656
,,,,1.496,,,,,,,,2.456
0.996,,,,,1.016,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,3.244,,,1.924,,,,,
,,,,,1.032,,0.992,,,,,
2.66,,,,,,,,,,,2.66,
,,1.752,,,,,,,,,1.852,
,,,,,,0.0,,,,,5.0,
,,,1.712,,,,,,,1.472,,
3.0,,,,,,,3.0,,,,,
2.2,,,,,,,,,,2.2,,
,,,,,,,,,1.088,,,1.208
,,,,,,,,1.704,,,,2.104
,,,,,,0.0,,,,,5.0,
,,,,,,,2.96,3.02,,,,
,1.344,,,,,,,,,,1.384,
,1.1,,,,,,,1.22,,,,
,,,,,,,1.048,,,1.108,,
,,,,,1.032,,,,,,,0.992
,,4.336,,,,0.996,,,,,,
,,4.328,,,,1.008,,,,,,
,,,,,,,,,1.636,1.536,,
1.68,,,,,,,,,,1.7,,
,,,,0.48,3.08,,,,,,,
,,,,,,0.048,,,4.968,,,
,,,1.568,,,,,,,,,1.968
3.0,,,,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,1.484,,,,,,2.244,,,,
3.0,,,,,,3.0,,,,,,
,,,3.2,,,,1.9,,,,,
,3.66,,,,,,2.0,,,,,
,,,,3.08,,,1.84,,,,,
2.008,,,2.008,,,,,,,,,
2.996,,,,,,,,,,,,2.996
,0.984,,,,1.064,,,,,,,
,,1.852,,,,,,,1.652,,,
,,,,,,,1.844,,,,2.904,
,,,2.372,1.512,,,,,,,,
,,,,0.504,2.984,,,,,,,
,,,,,1.032,,,0.992,,,,
0.996,,,,,1.016,,,,,,,
2.124,,,,2.144,,,,,,,,
,,,,,,,,,,1.348,,1.788
,,,,1.156,,,,2.756,,,,
,1.016,,,,,,,1.116,,,,
,,2.348,,,,,,,,1.328,,
,1.564,,1.704,,,,,,,,,
,,,,1.832,,,,,2.452,,,
,,,,1.568,,,,,2.648,,,
,,,,,,,1.652,,,2.672,,
,1.636,1.716,,,,,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,1.952,1.732,,
,3.672,,,,,1.992,,,,,,
0.996,,,,,1.016,,,,,,,
,,,2.824,1.284,,,,,,,,
,,4.544,,,,0.684,,,,,,
,,,,,,,,1.448,,,,1.748
,,,,,,,1.672,,,2.632,,
,,,,0.984,,,,2.804,,,,
,1.564,,1.704,,,,,,,,,
,,,,,,,2.0,,,,2.9,
,,,3.2,,,,1.9,,,,,
,,1.916,,,,,,,,1.856,,
,,,,,1.032,,,0.992,,,,
,,,,,,,,,,,1.556,1.516
,,,,,,,2.948,,,3.028,,
2.816,,,,,,,,,2.816,,,
,,,,1.176,,,,,,,2.696,
,,,,,,,,,1.656,2.136,,
,,,,0.528,2.888,,,,,,,
,3.672,,,,,,1.992,,,,,
,,4.336,,,,0.996,,,,,,
,,,,,,3.0,,,,,,3.0
,1.636,1.716,,,,,,,,,,
,,1.796,,,,,,,1.836,,,
,,3.656,,,,,1.996,,,,,
,,,,,,,,2.616,,,,1.136
,2.004,,,,,,,,,1.544,,
,,,,,,,2.948,,,3.028,,
,,,,3.072,,,1.912,,,,,
1.904,,,,,,,,,,,,1.924
,,,,,1.064,,,,0.984,,,
,0.98,,,,1.08,,,,,,,
,,,,,,,,1.188,,,2.668,
3.0,,,,,,,,,3.0,,,
2.008,,,2.008,,,,,,,,,
,,,,,,1.488,,,,4.008,,
,2.004,,,,,,,,,1.544,,
,,,,,,,,,2.0,1.82,,
,,,,3.136,,,1.836,,,,,
,,,,,1.064,,,,,0.984,,
,,,,,,,2.0,,,,2.9,
,,,3.2,,,,1.9,,,,,
,,,,3.992,,1.512,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,1.744,,,,,2.444,,,
,3.672,,,,,,1.992,,,,,
,1.756,,,,,,,,2.036,,,
,,0.496,,,3.016,,,,,,,
,,,,,,0.0,,,,,5.0,
,1.712,,,,,,,1.752,,,,
,,,,,,,,,1.86,,1.88,
,2.664,,,1.344,,,,,,,,
,,,,,,,,,2.008,1.788,,
0.996,,,,,1.016,,,,,,,
,,,1.444,,,,,,,,1.924,
,,3.648,,,,,2.008,,,,,
,,,,1.4,,,,,,,2.5,
,,,1.344,,,,,,1.284,,,
,,,,1.292,,,,,,,2.732,
,1.24,,,,,,,,,,,1.6
,3.032,,,1.092,,,,,,,,
,1.04,,,,,,,,,,1.08,
,,,,,,,,,,,1.664,1.584
,,1.236,,,,,,,,,,1.676
,,3.672,,,,,1.992,,,,,
,,,1.084,,,,,,,1.004,,
,,,,,1.064,,,,,,0.984,
2.832,2.832,,,,,,,,,,,
,,,,,,,2.988,,,,,3.008
3.0,,,,,,3.0,,,,,,
,,1.8,1.94,,,,,,,,,
,,,,,,,,,,,1.668,1.588
,,,,,,,2.128,3.308,,,,
,,,,,1.032,,,,0.992,,,
,,,,,,,,,,1.324,1.224,
,,1.372,,,,,,,,,2.072,
,,,1.7,,,,,,,,,1.48
,2.52,,,1.38,,,,,,,,
2.176,,,,2.176,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,1.372,,,,,,,,,2.072,
3.0,,,,,,3.0,,,,,,
,,,,0.564,2.744,,,,,,,
,,,,,,,,1.104,,,1.204,
,,,,,,0.024,,4.984,,,,
,,,,,1.048,,,,,,0.988,
,,,,,5.0,0.0,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,1.096,,,,,0.976,,
,,,3.084,,,,2.244,,,,,
,,,1.0,,1.0,,,,,,,
,,2.48,,1.5,,,,,,,,
2.988,,,,,,,,,,2.988,,
,,,1.944,,,,,,,1.884,,
2.856,,,,,,,,,,,,2.856
,,,1.12,,,,,,,,1.12,
,,,,,1.032,,0.992,,,,,
,,,,,,0.072,,4.952,,,,
,0.98,,,,1.08,,,,,,,
,,,,,1.064,,,,,0.984,,
,,,,,,,,4.772,,,,0.112
,0.98,,,,1.08,,,,,,,
,,,1.852,,,,,,,,,1.872
,,0.516,,,2.936,,,,,,,
,,,,,,,,,1.872,1.632,,
,,0.508,,,2.968,,,,,,,
1.992,,,2.012,,,,,,,,,
,,3.672,,,,1.992,,,,,,
2.872,,2.872,,,,,,,,,,
,3.672,,,,,,1.992,,,,,
,,,,,,,,,,1.796,1.836,
,,,3.008,,,,2.988,,,,,
,,,1.0,,1.0,,,,,,,
,,,1.0,,1.0,,,,,,,
,,0.516,,,2.936,,,,,,,
,,,,,,,1.112,,,,1.192,
0.996,,,,,1.016,,,,,,,
,,,,,,0.0,,,,,5.0,
,,0.516,,,2.936,,,,,,,
,,,,1.04,,,,2.76,,,,
,,,,,,,2.424,,,,2.784,
,,,,,,,,,1.108,,1.428,
2.832,2.832,,,,,,,,,,,
,,,,3.984,,1.524,,,,,,
,,1.712,2.052,,,,,,,,,
,,,,1.608,,,,,2.488,,,
2.832,2.832,,,,,,,,,,,
,,,,,,1.488,,,4.008,,,
,,,,,,,,,1.0,,2.12,
,,,,,1.032,,0.992,,,,,
2.208,,,2.228,,,,,,,,,
,,1.004,,,,,,,2.844,,,
2.832,2.832,,,,,,,,,,,
2.264,,,,2.264,,,,,,,,
,,,1.616,,,,,1.796,,,,
,,0.48,,,3.08,,,,,,,
,,,,,,1.488,,,,4.008,,
,,,,,,,,,,1.284,1.304,
0.996,,,,,1.016,,,,,,,
,0.98,,,,1.08,,,,,,,
,,1.964,1.804,,,,,,,,,
,,,,,,,,1.852,1.432,,,
,,0.48,,,3.08,,,,,,,
,,,,,,,2.424,,,,2.784,
,2.528,1.448,,,,,,,,,,
,,,,,,3.0,3.0,,,,,
,1.42,,,,,,,,,,,1.76
,1.056,,1.016,,,,,,,,,
,3.672,,,,,1.992,,,,,,
,,,,,,,,,,1.052,1.072,
,,,1.56,,,,,,,,,1.7
,,1.32,,,,,,,2.52,,,
,,1.56,,,,,,,,,,2.04
,,,,,,,2.96,3.02,,,,
,0.98,,,,1.08,,,,,,,
,,,,,,,,1.456,,,,1.736
,,,0.996,,1.016,,,,,,,
,,1.884,,,,,,,,2.224,,
,,,3.008,,,2.988,,,,,,
,,,,1.372,,,,,2.552,,,
,,,,,,,,,,1.216,,1.716
,,,,,,0.0,,,,,5.0,
,,,,,,,,1.44,,,2.02,
1.984,,,2.004,,,,,,,,,
,,,,,,,,1.456,,,,1.736
,,,,,,,,,,,1.684,1.944
,,1.004,,,,,,,2.844,,,
,,,,1.58,,,,,,2.56,,
,2.38,1.58,,,,,,,,,,
,,3.672,,,,,1.992,,,,,
2.988,,,,,,,,,,2.988,,
0.996,,,,,1.016,,,,,,,
,,,1.56,,,,,,,,,1.7
,,,,,,,1.0,,1.04,,,
,,,3.008,,,,2.988,,,,,
,,,,1.336,,,,,,,,2.656
,,,,1.42,,,,,,,,2.5
,,,,1.232,,,,,,,,2.652
,,,,,,,2.4,3.4,,,,
,,,,,1.032,,0.992,,,,,
,,,1.932,,,,,,2.052,,,
2.592,,,,,,,,,,,2.612,
,,,,3.048,,,1.848,,,,,
,,,,,,,,,1.736,,,1.996
,,,,,1.048,,,,,,0.988,
,,,,,,,,,,1.376,,1.976
,1.9,,,,,,,1.88,,,,
,,,,,,,,1.396,,,,1.956
,,,,,,,,,1.6,,2.06,
,,2.332,,1.612,,,,,,,,
,,,,1.356,,,,2.476,,,,
3.0,,,,,,,3.0,,,,,
,,,1.96,,,,,,,1.9,,
,1.848,,,,,,,,,,2.028,
,,1.404,,,,,,,,,2.424,
,,,,,1.048,,,0.988,,,,
2.072,,,,,,,,,,,,2.092
,,1.796,,,,,,2.016,,,,
2.748,2.748,,,,,,,,,,,
,,3.672,,,,1.992,,,,,,
2.592,,,,,,,,,,,2.612,
,,,,1.372,,,,,2.592,,,
,,,,,,0.0,,,,,5.0,
,,0.456,,,3.176,,,,,,,
,,,1.0,,,,,,,,,1.0
,,,,1.2,,,,,2.86,,,
,,,,,,,3.0,,3.0,,,
,,,2.008,,,,,,,,1.728,
,,,,,,,2.244,3.084,,,,
,,,,1.292,,,,,,,2.532,
,,,2.024,,,,,,,1.944,,
,,,,,1.0,,,,,,,1.0
2.988,,,,,,,,,,2.988,,
,1.112,,,,,,,,,1.032,,
2.592,,,,,,,,,,,2.612,
,,,1.04,,,,,,1.12,,,
,,,1.96,,,,,,,1.9,,
,,,,,,3.0,3.0,,,,,
,0.972,,,,,,,,1.112,,,
,,,,,1.048,,,0.988,,,,
,,,,,,0.0,,5.0,,,,
,3.46,,,,,,2.14,,,,,
,1.02,,,,,,,,1.16,,,
,,,,1.284,,,,,2.684,,,
,,,,1.212,,,,,,,2.512,
2.888,,2.888,,,,,,,,,,
,,,,,,,,1.772,,,1.432,
,,,,,,,,1.356,,,,1.936
2.888,,2.888,,,,,,,,,,
,,,3.008,,,2.988,,,,,,
,4.096,,,,,1.356,,,,,,
,,,2.368,1.708,,,,,,,,
,1.112,,,,,,,,,1.032,,
,,,2.008,,,,,,,,1.728,
3.0,,,,,,,,,3.0,,,
,,1.156,,,,,,,,,,2.096
3.0,,,,,,,,,3.0,,,
,,,,,1.032,,0.992,,,,,
,,4.336,,,,0.996,,,,,,
,4.096,,,,,1.356,,,,,,
2.108,,,,,,,,,,,,2.108
,2.076,1.676,,,,,,,,,,
,1.036,,,,,,,1.136,,,,
,3.46,,,,,,2.14,,,,,
2.484,,,,,,,,2.504,,,,
,,,,,,,,,2.144,1.804,,
2.988,,,,,,,,,,2.988,,
,,,,,1.064,,,,,0.984,,
,,2.324,,1.684,,,,,,,,
,,,,3.224,,,1.904,,,,,
,,,,,1.032,,0.992,,,,,
,,2.2,,,,,,,,1.78,,
,3.352,,,,,,,,,0.712,,
,,,1.0,,,,,,,,,1.0
,,,,,5.0,0.0,,,,,,
,3.316,,,,,,,,,0.736,,
,,1.876,,,,,,,,2.096,,
,,,2.42,1.66,,,,,,,,
,,,,,,,3.0,,3.0,,,
2.208,,,2.228,,,,,,,,,
,,,,1.12,,,,,,,2.68,
,,,,,1.048,,,0.988,,,,
,3.46,,,,,,2.14,,,,,
,,,,0.996,,,,2.836,,,,
,,,,1.208,,,,,,,2.668,
,,,,,,,,4.06,,0.56,,
,,,,,1.0,,,,,,,1.0
,,,,1.628,,,,,,2.468,,
,,,2.008,,,,,,,,1.728,
,,,,,,2.928,,,,3.048,,
,2.412,1.292,,,,,,,,,,
,,,,,,,,1.264,,,1.944,
,,,1.0,,1.0,,,,,,,
,,,,,,0.0,,,,,5.0,
,,,,,1.064,,,,,0.984,,
,,,,,,,2.244,3.504,,,,
,,0.52,,,2.92,,,,,,,
,,,,,,,,1.84,1.68,,,
,3.46,,,,,,2.14,,,,,
,,,1.456,,,,,,1.436,,,
3.0,,,,,,3.0,,,,,,
,1.844,,,,,,,,,,1.844,
,,1.98,,,,,,1.74,,,,
,,,,1.268,,,,,2.568,,,
2.332,,,,,,,,2.332,,,,
,,,,,,,1.0,,1.04,,,
,,,3.524,,,,1.864,,,,,
,2.74,,,1.22,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,3.672,,,,1.992,,,,,,
,,,,,,,,1.748,,,,1.548
2.216,,2.236,,,,,,,,,,
,,3.672,,,,,1.992,,,,,
,,1.956,,,,,,,,2.076,,
,,,,,,,,,,,1.664,1.584
1.864,,,,,,,,,1.884,,,
,1.844,,,,,,,,,,1.844,
,,,,1.284,,,,,,,2.864,
,,,,1.264,,,,,,,,2.724
,,,,1.544,,,,,,2.484,,
,,2.372,,1.712,,,,,,,,
,,,,,1.032,,,,0.992,,,
2.108,,,,,,,,,,,,2.108
,,,,,,,2.3,,,,,3.3
1.864,,,,,,,,,1.884,,,
2.748,2.748,,,,,,,,,,,
,,,,,,,,,1.784,,1.744,
,,0.52,,,2.92,,,,,,,
,,,,,,,,,,1.084,,1.264
,1.928,,,,,,,,,,1.588,
2.928,,,,,,,,,,,2.928,
,,,,1.36,,,,,,2.7,,
,,,,,,3.0,,,3.0,,,
,,,2.056,,,,,,1.396,,,
,,,2.48,1.68,,,,,,,,
,2.412,1.292,,,,,,,,,,
,,,1.0,,,,,,,,,1.0
3.0,,,,,,,3.0,,,,,
,,,,1.148,,,,,,,,2.688
,0.972,,,,1.112,,,,,,,
,,,,,1.112,,,,0.972,,,
2.316,,,,,,,,,,2.316,,
,,,,,,,,1.748,,,,1.548
,,,,,,,,,1.476,,,1.736
,,1.72,,,,,,,,1.92,,
,,,,,1.096,,,,0.976,,,
,,,,3.992,,1.512,,,,,,
,,,,,,,,,1.892,,1.832,
,,,,1.46,,,,,,2.6,,
,,,1.72,,,,,1.66,,,,
,,,1.0,,1.0,,,,,,,
,,,,,,,,,1.224,1.404,,
,,,,,1.096,,,,0.976,,,
,,0.52,,,2.92,,,,,,,
,,,2.012,,,,,,,,1.892,
3.0,,,,,,,3.0,,,,,
,1.12,,,,,,,1.1,,,,
2.928,,,,,,,,,,,2.928,
,,,,,1.032,,0.992,,,,,
,,,,,,,,,,1.128,,1.268
2.748,2.748,,,,,,,,,,,
,,1.964,,,,,,1.744,,,,
,3.46,,,,,,2.14,,,,,
,,,,,,2.988,,,,,3.008,
,0.972,,,,1.112,,,,,,,
,,,,1.22,,,,,2.74,,,
,,,,,1.0,,,,,,,1.0
2.664,,,,,,,,,,,2.684,
,,,,,5.0,0.0,,,,,,
,,,,,,,,1.328,,1.168,,
,,,,,,,,,,,1.452,1.952
,,,,,,,2.3,,,,,3.3
,,,,1.312,,,,,2.732,,,
2.216,,2.236,,,,,,,,,,
,,,,,,,,,,1.832,1.852,
2.332,,,,,,,,2.332,,,,
,1.82,,,,,,,,,,,1.94
,,,,,,,,,1.476,,,1.736
,,,,,1.064,,,,,0.984,,
,,,,1.604,,,,,,2.364,,
,,,,,,,,,,1.084,,1.264
,0.968,,,,1.128,,,,,,,
,,,5.0,,,0.0,,,,,,
,,,,,,2.988,,,,,3.008,
,,3.664,,,,2.004,,,,,,
,,,,,,,,1.68,,,1.62,
,0.972,,,,1.112,,,,,,,
,,,1.908,,,,,,,,,1.748
,,3.672,,,,1.992,,,,,,
,,,,,,,3.0,,3.0,,,
,,1.552,,,,,,,,2.032,,
2.332,,,,,,,,2.332,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,,,,1.572,1.992,
,,,,,1.08,,,,,,,0.98
,,,,,,,2.244,3.504,,,,
,1.928,,,,,,,,,,1.588,
,,,,,,,,,,1.572,1.992,
,,3.672,,,,1.992,,,,,,
,,,5.0,,,0.0,,,,,,
,,1.644,,,,,,,1.864,,,
,,,,1.62,,,,,,2.68,,
,1.928,,,,,,,,,,1.588,
,1.36,,1.6,,,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,1.524,,,,,,2.644,,
,,,,0.516,2.936,,,,,,,
,,,,,,,,,1.848,1.668,,
,,,,,,2.988,,,,,3.008,
,,,,0.492,3.032,,,,,,,
,,,2.552,1.352,,,,,,,,
,,,,4.056,,1.416,,,,,,
,,1.856,1.796,,,,,,,,,
,1.42,,,,,,,,,1.28,,
,,,,1.58,,,,,,,,2.62
2.216,,2.236,,,,,,,,,,
2.512,,,,,,,,,,2.512,,
3.0,,,,,,,,,3.0,,,
,1.928,,,,,,,,,,1.588,
,,,,,,3.0,3.0,,,,,
3.0,,,,,,,3.0,,,,,
,,,,3.124,,,1.864,,,,,
,,2.364,,1.764,,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,1.292,,,,,1.132,,,,
,,,1.292,,,,,1.132,,,,
,,,,,,,,1.944,1.564,,,
,,3.68,,,,1.98,,,,,,
,,1.644,,,,,,,1.864,,,
,,,,,,,3.0,,3.0,,,
,,,,3.936,,1.596,,,,,,
,,,,,,,,,,1.604,,1.904
2.728,,,,,,,,2.728,,,,
,,,,3.104,,,1.824,,,,,
,,,,1.756,,,,,,,2.456,
,1.904,1.324,,,,,,,,,,
,,,,,,,,1.756,,,,1.696
2.672,,,,,,,,,,,2.672,
,,,,1.612,,,,,2.532,,,
,,,,,,,,1.68,,,,1.58
,,1.844,,,,,,2.124,,,,
2.224,,,,2.224,,,,,,,,
,,,,,,,,,,1.672,,1.972
,,,,1.396,,,,,,,,2.536
,,,2.66,1.4,,,,,,,,
,,,,,1.032,,0.992,,,,,
2.512,,,,,,,,,,2.512,,
,,,1.328,,,,,,,1.808,,
,,,,1.156,,,,2.716,,,,
,,0.52,,,2.92,,,,,,,
,,,,0.476,3.096,,,,,,,
,,,,,1.096,,,,0.976,,,
,,,,,,,,1.68,,,,1.58
,,,,,,,,1.744,,,,1.784
,,,1.608,,,,,,,,,1.908
,3.672,,,,,1.992,,,,,,
,,1.644,,,,,,,,,,2.184
2.9,,,,,,,,,,,,2.9
,,,,,,,3.0,,3.0,,,
0.996,,,,,1.016,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,,,3.0,,,3.0,,,
,,,,,,,,1.78,,1.72,,
,,,,,,,1.996,,,3.496,,
,,,,,,,,,,,1.972,1.932
,,,,,,,3.0,,3.0,,,
2.252,,,,2.252,,,,,,,,
,,,,,1.032,,,,0.992,,,
,,,,,,,1.92,2.96,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,1.996,,,3.496,,
2.476,,,,,,,,,,,2.496,
,,1.384,,,,,,,,,2.044,
,1.296,,,,,,,,1.096,,,
,,,,,1.032,,,,0.992,,,
,,,,,1.032,,,,0.992,,,
,,,,1.64,,,,,,,,2.58
3.0,,,,,,3.0,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,,,,,1.748,,,,1.728
,,,1.812,,,,,,,,,1.872
,,,3.032,,,2.952,,,,,,
,1.296,,,,,,,,1.096,,,
,,,,,,,3.0,,3.0,,,
,,,1.856,,,,,,1.776,,,
,,,,,,1.5,,,,4.0,,
,,1.488,,,,,,2.268,,,,
,,,,,,,,,,1.228,,1.248
0.996,,,,,1.016,,,,,,,
,1.028,,,,,,,,,1.048,,
,,,,,1.032,,,0.992,,,,
,2.664,,,1.084,,,,,,,,
,1.98,,,,,,,1.46,,,,
1.604,,,,,,,,,,1.604,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,1.076,1.136,
2.996,,,,,,,,,2.996,,,
,,1.488,,,,,,2.268,,,,
,,,,,,,2.892,,,,3.032,
,,,,,,,,,1.196,1.316,,
,,,,,,,,1.78,,1.72,,
,,,,,,,,,1.544,,,2.064
,3.672,,,,,1.992,,,,,,
,,1.724,1.924,,,,,,,,,
,,2.424,,1.764,,,,,,,,
,,,,,,,1.996,,,3.496,,
,,,1.856,,,,,,1.776,,,
,,3.672,,,,,1.992,,,,,
,,,,,,,,1.78,,1.72,,
,,,1.808,,,,,,,,,1.948
,1.98,,,,,,,1.46,,,,
,2.624,,,1.444,,,,,,,,
,,,,1.672,,,,,,2.592,,
3.0,,,,,,,,,3.0,,,
,,,,,,,1.996,,,3.496,,
,,,,,,,2.892,,,,3.032,
,,,,,,,1.92,2.96,,,,
,,,2.552,1.472,,,,,,,,
2.216,,2.236,,,,,,,,,,
,,,,,,,2.896,,3.056,,,
,,,3.012,,,,2.972,,,,,
,,,1.864,,,,,,1.844,,,
,,,,,,0.012,,,,,4.992,
1.976,,,1.996,,,,,,,,,
,,,,,1.08,,,,,,,0.98
,1.98,,,,,,,1.46,,,,
,,,,1.396,,,,,,2.736,,
2.988,,,,,,,,,2.988,,,
,,,,,,,2.948,,3.028,,,
,1.912,,,,,,,,,1.572,,
,1.932,,,,,,,1.372,,,,
,1.812,1.932,,,,,,,,,,
,1.988,,,,,,,,,,2.008,
,,,,,,3.0,3.0,,,,,
2.988,,,,,,,,,2.988,,,
2.996,2.996,,,,,,,,,,,
2.996,2.996,,,,,,,,,,,
,,1.804,,,,,,,1.984,,,
2.968,,,,,,,,2.968,,,,
,,2.064,,,,,,,1.804,,,
,,,,,,,1.9,3.6,,,,
,,,,1.74,,,,,2.3,,,
,,,1.732,,,,,1.752,,,,
,,,,,,1.476,,,,4.016,,
,,,,,,,,,,1.076,1.136,
3.0,,,,,,,3.0,,,,,
,,,,,,2.988,,,,,,3.008
0.996,,,,,1.016,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,1.716,,,1.876
,2.008,,,,,,,,,,,1.668
,,,,,,,,1.224,,,1.364,
,,,,,,,,,1.764,,,1.804
,,,,,1.08,,,,,,,0.98
,,1.68,,,,,,,,,,2.42
,,,,,,,2.988,,,,,3.008
,,1.84,,,,,,,,1.76,,
,,,,,,,2.988,,,,,3.008
,,,,1.688,,,,,,2.468,,
,,,,1.556,,,,,,2.356,,
,1.84,,1.8,,,,,,,,,
,,,,,,,,,1.864,1.884,,
2.832,,,,,,,,,,,,2.832
,,,,,1.032,,,,,,0.992,
,3.736,,,,,1.896,,,,,,
,2.028,1.768,,,,,,,,,,
,,,,0.468,3.128,,,,,,,
,,,,,,0.108,,,4.928,,,
2.988,,,,,,,,2.988,,,,
3.0,,,,,,3.0,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,2.988,,,,,,3.008
,,,,,,,,,,,1.444,1.444
,,,,,,,,1.068,,,1.128,
,,4.336,,,,0.996,,,,,,
,,,2.536,1.516,,,,,,,,
2.236,,,,2.256,,,,,,,,
,1.648,,,,,,,1.608,,,,
,,,,,,0.408,,,,,4.728,
,,,,1.484,,,,2.624,,,,
,,,1.936,,,,,,,1.816,,
0.996,,,,,1.016,,,,,,,
,,,,,1.08,,,,,,,0.98
,,2.064,,,,,,,1.804,,,
,,,,,,,,,2.98,,2.98,
,1.476,,,,,,,,,,1.816,
,,0.032,,,4.872,,,,,,,
1.884,,,1.904,,,,,,,,,
,,,,3.96,,1.56,,,,,,
,,,,,1.032,,,,,,0.992,
,2.048,,,,,,,1.628,,,,
,,,,,,,2.976,,,,,3.016
,,,,,,,,1.82,,2.1,,
1.836,,1.856,,,,,,,,,,
,,,,,,2.988,,,3.008,,,
,,,,,,0.012,,,,,4.992,
,,,,,1.048,,,,,,0.988,
,,,,,,,,,2.98,,2.98,
,,,,3.056,,,1.816,,,,,
,,,,,5.0,0.0,,,,,,
,,3.368,,,,,2.128,,,,,
,,,,0.536,2.856,,,,,,,
,,,,,,,2.988,,,3.008,,
,,,,,,,,,,,1.484,1.644
,,,,,,,,,,,1.48,1.52
,,,2.136,,,,,,1.936,,,
,,,,0.464,3.144,,,,,,,
,,,,,1.032,,,,0.992,,,
,,,3.08,,,,2.34,,,,,
,,,,,,2.988,,,,,,3.008
,,,2.092,,,,,,2.072,,,
,,3.368,,,,,2.128,,,,,
,0.98,,,,1.08,,,,,,,
,,,,,,3.0,3.0,,,,,
2.832,,,,,,,,,,,,2.832
2.988,,,,,,,,,2.988,,,
2.132,2.132,,,,,,,,,,,
,,,,0.476,3.096,,,,,,,
,,,1.78,,,,,,,,,1.9
,2.732,,,,,,,1.192,,,,
,2.696,,,1.196,,,,,,,,
,,,4.992,,,0.012,,,,,,
,3.108,,,,,,1.828,,,,,
,,0.988,,,,,,2.708,,,,
,,,,,,,,,1.596,,,1.936
,,3.68,,,,1.98,,,,,,
3.0,,,,,,,3.0,,,,,
,,0.98,2.2,,,,,,,,,
,,1.944,2.224,,,,,,,,,
2.992,,,,,,,,2.992,,,,
,1.576,,,,,,,,,1.816,,
,,,,1.348,,,,,,,2.728,
,,,1.608,,,,,1.908,,,,
,,3.368,,,,,2.128,,,,,
,,0.42,,,,,,4.36,,,,
,,,,,,,,,,,1.444,1.444
,,,3.08,,,,2.34,,,,,
,1.096,,,,,,,,,,1.156,
,1.592,,1.592,,,,,,,,,
3.0,,,,,,3.0,,,,,,
,3.108,,,,,,1.828,,,,,
,1.74,,,,,,,1.78,,,,
,,,,,4.888,,,0.028,,,,
,3.912,,,,,1.632,,,,,,
,,,,,,,,1.684,1.664,,,
,,0.42,,,,,,4.36,,,,
,,,,1.58,,,,,2.48,,,
2.988,,,,,,,,,2.988,,,
2.584,,,,,,,,,,2.604,,
,,,,,,,2.892,3.072,,,,
,,,,,,2.976,,,,3.016,,
,,,,,5.0,0.0,,,,,,
,,,2.604,1.544,,,,,,,,
,1.816,1.496,,,,,,,,,,
,,,4.992,,,0.012,,,,,,
,,,,,,,,1.376,1.876,,,
,,1.476,2.076,,,,,,,,,
,,,1.896,,,,,,,,,1.576
,,,,,1.048,,,0.988,,,,
,1.684,,,,,,,1.524,,,,
,,1.708,,,,,,,,,,2.108
,,,,,,,,,,,1.444,1.444
,,,,1.364,,,,,2.764,,,
,,,1.724,,,,,,,2.004,,
,,0.428,,,,,,,,,4.188,
,,,,,1.032,,0.992,,,,,
,,3.368,,,,,2.128,,,,,
2.988,,,,,,,,,2.988,,,
,,,,,,,,1.452,1.472,,,
,,0.392,,,,,,,,,4.292,
,1.008,,1.148,,,,,,,,,
,1.896,,,,,,,,,,,1.716
