s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,1.032,,0.992,,,,,
2.868,,,,,,,,,,,2.868,
,1.988,,,,,,,,,2.108,,
2.948,,,,,,,,2.948,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,3.0,,,3.0,,,
3.0,,,,,,,,,3.0,,,
1.856,,1.876,,,,,,,,,,
,,,,,,1.992,,,,,3.672,
,,,1.656,,,,,,,1.956,,
,,,3.02,,,,2.96,,,,,
,,1.072,1.072,,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,2.944,,,,,,,1.244,,
,,,3.304,,,,2.064,,,,,
2.868,,,,,,,,,,,2.868,
,,3.672,,,,1.992,,,,,,
,,,,,,,,,,1.864,1.904,
,1.916,,,,,,,,,,1.576,
,,,,,1.032,,,,0.992,,,
,,3.644,,,,,2.024,,,,,
,,,2.944,,,,,,,1.244,,
3.0,,,,,,,3.0,,,,,
,,1.0,,,,,,1.0,,,,
,2.9,,,,,,,,,,,2.9
,,,,,1.032,,,,0.992,,,
,,,,,,,2.972,3.012,,,,
,,1.0,,,,,,1.0,,,,
,,,,,,,,1.444,1.424,,,
,3.0,,,,,3.0,,,,,,
,,1.724,,,,,,,,,,2.444
3.0,3.0,,,,,,,,,,,
3.0,3.0,,,,,,,,,,,
2.996,2.996,,,,,,,,,,,
,,,,,1.032,,,,0.992,,,
,,,,0.5,3.0,,,,,,,
,,,1.5,,,,,,,,1.4,
,,,,,1.032,,0.992,,,,,
1.856,,1.876,,,,,,,,,,
2.98,,2.98,,,,,,,,,,
,,1.744,,,,,,,,,,2.004
,,,,3.108,,,1.788,,,,,
,,,1.684,,,,,,1.724,,,
,,1.844,,,,,,,,1.984,,
2.432,,,,,,,,,,2.432,,
,,,,,,,,1.876,,,1.076,
,,,,1.344,,,,,,,2.564,
,,,,,,3.0,,,3.0,,,
,,,,1.54,,,,,,,2.46,
0.996,,,,,1.016,,,,,,,
2.18,,,,2.18,,,,,,,,
,3.0,,,,,,3.0,,,,,
,,1.648,2.168,,,,,,,,,
,,,,1.332,,,,,,2.672,,
,,,,,,,,,2.088,1.608,,
,,,,0.492,3.032,,,,,,,
,,,,,1.0,,,1.0,,,,
,1.684,,,,,,,,,,1.664,
,,3.68,,,,1.98,,,,,,
,,,1.412,,,,,,,,,1.612
,,,1.232,,,,,1.872,,,,
,,,,,,3.0,,,3.0,,,
3.0,,,,,,,3.0,,,,,
,,1.62,,,,,,,1.82,,,
,,3.004,,,,,2.984,,,,,
,,,,,,3.0,,,3.0,,,
,,,,,,2.964,,3.024,,,,
,,,,,,,,,1.98,1.64,,
,,1.5,,,,,,,,,,1.7
,,,,3.128,,,1.848,,,,,
,,1.0,,,,,,1.0,,,,
,,,,,,,,,,1.504,,1.824
,,2.088,2.168,,,,,,,,,
,,,,0.46,3.16,,,,,,,
,,3.68,,,,1.98,,,,,,
,2.8,,,1.26,,,,,,,,
,,,3.012,,,,2.972,,,,,
,,,,,,,,4.888,,0.028,,
,1.828,,1.348,,,,,,,,,
,,1.872,,,,,,,2.032,,,
,,,,,,,,,,,1.2,2.56
,,,,,1.032,,,,,,,0.992
,,1.744,,,,,,,,1.984,,
,,,1.948,,,,,,,1.568,,
,,,,,,,,1.82,,1.9,,
,,,,,,2.964,,3.024,,,,
,,,,,,,,,1.728,,1.768,
,1.376,,,,,,,,,,2.076,
,,,,,,1.98,,,,3.68,,
,1.18,,1.22,,,,,,,,,
2.98,,2.98,,,,,,,,,,
,,,,,,,,1.92,,,,1.32
,,1.276,,,,,,,,,,2.296
,,,,,1.048,,,,,,0.988,
,,1.716,2.256,,,,,,,,,
,,,,3.124,,,1.864,,,,,
,,,,,,,2.224,,,3.384,,
,,1.716,2.256,,,,,,,,,
,,,1.864,,,,,,,,1.524,
,,,,,,,2.224,,,3.384,,
,,,,,,,,,1.684,,1.764,
,,,,,,,,1.652,1.832,,,
,,,,,,,2.224,,,3.384,,
,,,,1.176,,,,,2.716,,,
,1.696,,,,,,,,,,,1.756
,,,,,,,2.972,3.012,,,,
,,3.68,,,,1.98,,,,,,
,,,,,,,,1.916,,,2.056,
,,,,1.176,,,,,,,,2.556
,,,,,,0.0,,,,,5.0,
,,,,,1.032,,0.992,,,,,
,,,,,,,,2.008,,,2.088,
,,,,,,,2.972,3.012,,,,
,1.668,,,,,,,,1.768,,,
,,,1.736,,,,,,,,1.816,
,3.652,,,,,,2.012,,,,,
,,,,,1.048,,,0.988,,,,
,,,,,,,,,,2.4,2.4,
2.572,,,,,,,,,,2.572,,
,1.696,,,,,,,,,,,1.756
,,1.0,,,1.0,,,,,,,
,,,,,,1.98,,,,3.68,,
,,,,,,1.98,,,,3.68,,
,,,,,1.064,,,,0.984,,,
,,,,,1.048,,,,,0.988,,
,,,,,,2.148,,,3.568,,,
,,,,,1.032,,,0.992,,,,
,1.696,,,,,,,,,,,1.756
,1.132,,,,,,,1.132,,,,
,0.98,,,,1.08,,,,,,,
,,,,,,0.072,,,,,,4.952
,,,,1.448,,,,,,2.588,,
,,3.68,,,,1.98,,,,,,
,,,,,1.064,,,,,,0.984,
,,2.524,,1.904,,,,,,,,
,1.18,,1.22,,,,,,,,,
2.484,,,2.504,,,,,,,,,
,,,,,,,,1.632,,,,2.112
,,2.084,,,,,,,2.544,,,
,,,,,,,2.972,3.012,,,,
,,,,,,,,,,1.588,,1.948
,0.98,,,,1.08,,,,,,,
,,1.716,2.256,,,,,,,,,
,,,1.736,,,,,,,,1.816,
,,,,1.388,,,,,,,2.708,
2.572,,,,,,,,,,2.572,,
,,,,,,,,2.008,,,2.088,
,,1.276,,,,,,,,,,2.296
,,,,1.392,,,,,,,2.432,
2.98,,2.98,,,,,,,,,,
,,3.68,,,,1.98,,,,,,
,,,,1.448,,,,,,,2.568,
,,1.584,,,,,,2.124,,,,
,,2.984,,,,,,,,,2.964,
,,,,1.264,,,,,,,2.704,
,,1.276,,,,,,,,,,2.296
2.716,2.736,,,,,,,,,,,
,,,,,,,,1.572,2.072,,,
,1.8,,,,,,,,,,1.86,
,,,,,,,,,2.052,,1.512,
,,,,,,,,1.632,,,,2.112
,,,,,,,,1.268,,,,1.288
,,1.428,,,,,,,,,,2.668
,,,,,,,,,1.756,1.796,,
,,,1.736,,,,,,,,1.816,
,1.8,,,,,,,,,,1.86,
,,,3.02,,,,2.96,,,,,
,,,,,1.048,,,,,,0.988,
0.996,,,,,1.016,,,,,,,
,,3.68,,,,1.98,,,,,,
,4.656,,,,,0.516,,,,,,
,,,0.992,,1.032,,,,,,,
,,,,,,,,,,,1.416,1.616
,,,,,1.016,,,0.996,,,,
,1.82,1.8,,,,,,,,,,
2.236,,,,2.236,,,,,,,,
,,,,,,,,,2.496,,2.416,
,2.496,,,1.396,,,,,,,,
2.476,,,,,,,,,,,2.496,
3.0,,,,,,,,,3.0,,,
2.168,,,,2.168,,,,,,,,
,,,,,,,,,,1.692,1.472,
,,,,,,2.232,,3.512,,,,
2.716,2.736,,,,,,,,,,,
,,,,,,,,,,,1.388,1.548
0.996,,,,,1.016,,,,,,,
,,,,,,,,1.72,,2.1,,
,,,,,,2.316,,,,,3.456,
,,,,1.196,,,,,,,,2.696
,,,,0.468,3.128,,,,,,,
,,,,1.216,,,,2.776,,,,
,,,,3.276,,,1.976,,,,,
,,,,,1.016,,,0.996,,,,
,,,,,,1.98,,,,3.68,,
,,,,,,1.932,,,,,3.712,
,,,,,,,,,,,1.388,1.548
,,,,,5.0,0.0,,,,,,
,,,3.02,,,,2.96,,,,,
,1.196,,,,,,,,,,,1.196
,,,,,,,,,,2.104,1.964,
,2.724,,,,,,,,,1.524,,
,,,,,5.0,0.0,,,,,,
,,,,,1.016,,,0.996,,,,
,,,,,,,2.496,,,,,3.336
,1.048,,,,,,,,,,,1.108
,,,,,,,,,,1.692,,1.912
,,,,,,,,,,1.648,1.488,
,4.328,,,,,1.008,,,,,,
2.704,2.704,,,,,,,,,,,
,,,,1.56,,,,,,2.4,,
,,,,,,,,1.368,,,1.388,
,,,,1.248,,,,,,,2.728,
,,,,,1.064,,,,0.984,,,
,1.66,,,,,,,,,,1.4,
,,1.428,,,,,,1.928,,,,
,,,,1.348,,,,,,,,2.668
,,,,,,,,1.176,,,,1.236
,,1.716,2.256,,,,,,,,,
,,,1.688,,,,,,1.968,,,
,,1.0,,,1.0,,,,,,,
,,2.376,,,,,,2.536,,,,
,1.66,,,,,,,,,,1.4,
1.832,,,,,,,,,,,,1.852
,,,,,,,1.584,,3.944,,,
,,,,,,,2.036,,,,3.636,
0.996,,,,,1.016,,,,,,,
,,,,,,,,1.148,1.188,,,
,,0.992,,,1.032,,,,,,,
,,,,,,0.036,,,,,,4.976
,0.98,,,,,,,1.12,,,,
,,,,,5.0,0.0,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,1.42,,,1.26,
,,3.68,,,,1.98,,,,,,
,,,4.992,,,0.012,,,,,,
,,2.288,2.368,,,,,,,,,
,,1.916,,,,,,,,1.916,,
,,,3.012,,,,2.972,,,,,
,,,,,,,,,,1.668,,1.968
,3.616,,,,,,2.076,,,,,
,1.692,,,,,,,,,,1.752,
,,,,,,,1.52,,,,,2.6
,2.436,,,,,,,,,1.596,,
,,2.276,,,,,,,,,1.736,
,,1.556,,,,,,,2.196,,,
,,2.276,,,,,,,,,1.736,
,,,,1.464,,,,,,,2.584,
,,,,,1.016,,,0.996,,,,
,,,,,,,,,,,1.744,1.764
,,,1.42,,,,,,1.46,,,
,,,,,,0.036,,,,,,4.976
1.872,,,,,,,,,,,1.892,
,,1.62,,,,,,,,,,1.92
,,,,,,2.976,,,,3.016,,
,,,,1.476,,,,,,,,2.496
,,,2.48,,,,,2.5,,,,
,,,2.164,,,,,,,,1.684,
,,,1.42,,,,,,1.46,,,
,,,3.012,,,,2.972,,,,,
,,,4.992,,,0.012,,,,,,
,,,,,,,,1.92,,,1.54,
2.484,,,2.504,,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,2.972,,,3.012,,
,,,,,,,,1.92,,,1.54,
,,,1.744,,,,,,,,,1.944
,,,,,,,,1.064,,,,1.024
,,,4.992,,,0.012,,,,,,
,,,2.084,,,,,,,1.924,,
,,,,1.86,,,,,,,2.42,
3.0,3.0,,,,,,,,,,,
3.0,3.0,,,,,,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,1.568,,,,,2.248,,,
,,,,,1.032,,0.992,,,,,
,1.716,,,,,,,,,,1.936,
,,1.272,,,,,,,,1.932,,
,,1.236,,,,,,,2.096,,,
,,,,,,,3.0,,3.0,,,
,,,1.42,,,,,,1.46,,,
,,,2.468,,,,,2.448,,,,
,3.0,,,,,3.0,,,,,,
,,,,0.5,3.0,,,,,,,
,,,,,,,,,,1.852,1.652,
0.996,,,,,1.016,,,,,,,
,,,,,,,,,,1.784,,1.704
2.236,,,,2.236,,,,,,,,
2.996,2.996,,,,,,,,,,,
,,,1.068,,,,,,,,,1.148
2.236,,,,,,,,,,2.256,,
,,1.836,2.316,,,,,,,,,
,,,,,,,,,1.036,,,1.036
,,,,,1.048,,,,,0.988,,
,,,,,,,2.968,,,,2.988,
,,,,,,,2.4,,,,,3.3
,1.8,,,,,,,,,,1.96,
,,,2.356,,,,,,,,2.376,
,,2.36,,2.0,,,,,,,,
,,,,1.388,,,,,,,2.608,
,1.184,,,,,,,1.424,,,,
2.9,,,,,,,,,,,,2.9
,,,,,1.032,,,,0.992,,,
,0.98,,,,1.08,,,,,,,
,3.0,,,,,3.0,,,,,,
,,,,,1.048,,,,,0.988,,
,1.848,,,,,,,,,2.028,,
,,,,1.496,,,,,,,2.736,
,,,,,,0.0,,,,,5.0,
,,1.708,,,,,,,,,2.048,
,,,,,,,,,,1.78,1.86,
,,,,,,,,1.028,1.008,,,
,,1.236,,,,,,,2.096,,,
2.9,,,,,,,,,,,,2.9
,,,,3.036,,,1.796,,,,,
,,1.688,2.268,,,,,,,,,
,,,,3.984,,1.524,,,,,,
,,1.716,2.256,,,,,,,,,
,,1.236,,,,,,,2.096,,,
,,,,1.704,,,,,2.604,,,
,,3.672,,,,1.992,,,,,,
2.9,,,,,,,,,,,,2.9
,1.996,,,,,,,,,1.996,,
,,1.424,,,,,,,,,,2.404
,1.116,,,,,,,1.336,,,,
,1.996,,,,,,,,,1.996,,
3.0,3.0,,,,,,,,,,,
,1.8,,,,,,,,,,1.96,
3.0,,,,,,3.0,,,,,,
,,,3.012,,,,2.972,,,,,
2.9,,,,,,,,,,,,2.9
,,,,3.224,,,1.864,,,,,
,,,2.288,,,,,2.288,,,,
,,2.448,,1.848,,,,,,,,
,,,,,1.064,,,,,0.984,,
0.996,,,,,1.016,,,,,,,
2.288,,,,2.308,,,,,,,,
,,0.876,,,,,,2.776,,,,
,,,,,,,2.384,3.404,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,2.044,,,,3.604,
,,,,1.32,,,,,,2.78,,
,,,,1.512,,,,,,,2.592,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,1.608,1.508,,
3.0,3.0,,,,,,,,,,,
,,,,,,2.976,,,,3.016,,
3.0,3.0,,,,,,,,,,,
,,,,,1.032,,,,,,,0.992
2.996,,,,,,,,,,,,2.996
,,,1.804,,,,,,,,,1.784
,,,,,,,,,1.24,,,1.14
,,,,3.132,,,1.892,,,,,
2.996,2.996,,,,,,,,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,3.0,,3.0,,,
,,,,3.096,,,1.796,,,,,
2.616,,,,,,,,,,2.636,,
,,,,,,,,1.196,1.296,,,
,,,,,5.0,0.0,,,,,,
,2.588,,,1.468,,,,,,,,
,,,,3.196,,,1.856,,,,,
3.0,,,,,,3.0,,,,,,
,,,2.172,,,,,2.272,,,,
,,2.972,2.972,,,,,,,,,
,,,,1.264,,,,,,,,2.644
,,,,,,,,,,1.668,,1.688
,,,,,,,2.96,,,3.02,,
,3.0,,,,,,,,3.0,,,
,,,,1.436,,,,,,2.656,,
3.0,,,,,,,3.0,,,,,
,,,,1.412,,,,,,,2.552,
,,,,,,,2.968,,,,2.988,
,,,,,,2.976,,,,3.016,,
,,,,1.524,,,,,,2.444,,
,,,,,1.032,,,,,0.992,,
3.0,,,,,,,3.0,,,,,
,,2.144,2.544,,,,,,,,,
,0.972,,,,1.112,,,,,,,
,,,,,,2.976,,,,3.016,,
,1.976,,,,,,,,,1.756,,
,,,,4.024,,1.464,,,,,,
3.0,,,,,,,3.0,,,,,
,0.972,,,,1.112,,,,,,,
,,,,,,0.084,,,,,,4.944
3.0,,,,,,,,,3.0,,,
,,,,1.256,,,,,2.576,,,
,,,,,,,,,1.864,,1.564,
,,,,,1.032,,,,,0.992,,
,,,,1.216,,,,,,,2.656,
2.496,,,2.496,,,,,,,,,
,,,,,,,,,,1.904,2.124,
,,,,,,3.0,,,3.0,,,
2.496,,,2.496,,,,,,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,0.084,,,,,,4.944
,,,3.032,,,2.952,,,,,,
,,,0.992,,1.032,,,,,,,
,2.524,,,1.684,,,,,,,,
,1.86,,,,,,,,,2.0,,
,,,,1.132,,,,2.852,,,,
,,,2.468,,,,,,,2.388,,
,1.86,,,,,,,,,2.0,,
,,1.64,,,,,,,,,,1.96
,,1.588,,,,,,,,,,2.108
3.0,,,,,,,3.0,,,,,
,1.732,,,,,,,,,,1.972,
,,,,1.196,,,,,2.536,,,
,,,,,,,,,2.06,,1.64,
2.496,,,2.496,,,,,,,,,
3.0,,,,,,3.0,,,,,,
,2.996,,,,,,,,,,,2.996
0.996,,,,,1.016,,,,,,,
0.996,,,,,1.016,,,,,,,
,,2.24,,1.86,,,,,,,,
,1.86,,,,,,,,,2.0,,
,,1.104,,,,,,2.364,,,,
,,,,,,,,,1.764,1.744,,
,,,,,,,2.972,,,,,3.012
,,,,,,1.488,,4.008,,,,
,,1.444,,,,,,,2.124,,,
,,,,,,,2.0,,,,3.66,
0.996,,,,,1.016,,,,,,,
,,,,,1.048,,,,,,0.988,
,,,,,1.032,,0.992,,,,,
,,,1.7,,,,,,,,2.08,
,,0.992,,,1.032,,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,1.172,1.232,,,
,,,,,5.0,0.0,,,,,,
,,,,,5.0,0.0,,,,,,
,1.86,,1.82,,,,,,,,,
,,,,,,3.0,,,3.0,,,
,,2.52,,1.72,,,,,,,,
,,,,1.236,,,,,2.716,,,
2.496,,,2.496,,,,,,,,,
2.5,,,2.5,,,,,,,,,
,,,,,,,2.972,,,,,3.012
,,,,,,,2.972,3.012,,,,
,,,,,,,,1.14,,,,1.18
,,2.98,,,,,,2.96,,,,
,,,1.828,,,,,,,,,1.768
,,,,3.196,,,1.896,,,,,
2.98,,,,,,,,,,,2.98,
,,,3.032,,,2.952,,,,,,
,1.832,,1.912,,,,,,,,,
2.252,,,,,,,,,,2.272,,
,,1.572,,,,,,,,1.892,,
,,,,,1.032,,0.992,,,,,
,1.976,,,,,,,1.836,,,,
,4.328,,,,,1.008,,,,,,
,1.916,,,,,,,,,,1.796,
,,,1.82,,,,,,,,,1.76
,1.916,,,,,,,,,,1.796,
2.9,,,,,,,,,,,2.9,
,1.776,,,,,,,,,,1.896,
,,,,,,0.096,,,,,,4.936
,,1.572,,,,,,,,1.892,,
,1.356,,,,,,,,,,,1.756
,,,,,,,,1.668,1.848,,,
,,,3.02,,,,2.96,,,,,
,,,,1.808,,,,,,,2.368,
,,,,,,,,,,,1.656,1.656
,2.536,,,1.456,,,,,,,,
,,,,1.264,,,,,2.584,,,
,,,,,,,2.748,,3.168,,,
,0.98,,,,1.08,,,,,,,
,,,,,,,,,1.844,1.884,,
,,,,,,,2.216,,,,,3.336
2.664,2.664,,,,,,,,,,,
,1.916,,,,,,,,,,1.796,
,,,,,,1.488,,4.008,,,,
,,,,,,,,,,1.744,1.924,
,,,,1.268,,,,,2.448,,,
,,,,,,3.0,3.0,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,3.0,3.0,,,,,
2.98,,,,,,,,,,,2.98,
,1.356,,,,,,,,,,,1.756
,,,,,,,2.412,,,,,3.252
,,,1.76,,,,,,,,,2.02
2.664,2.664,,,,,,,,,,,
,,,,3.104,,,1.844,,,,,
,,,,,1.032,,,,,,0.992,
3.0,,,,,,3.0,,,,,,
,,,2.064,,,,,,,,1.764,
,,,,,,3.0,,,3.0,,,
,,,,,,,,1.812,,,,1.772
2.252,,,,,,,,,,2.272,,
3.0,,,,,,3.0,,,,,,
,,,2.064,,,,,,,,1.764,
,,,,,,,,,,,1.656,1.656
,,,,,1.032,,0.992,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,,,1.744,1.924,
,,,,,1.048,,,,,,,0.988
,,,,,,,,,,1.744,1.924,
,,,2.52,,,,,2.48,,,,
,,2.224,2.324,,,,,,,,,
,,,2.26,,,,,,,2.2,,
,,,,3.968,,1.548,,,,,,
,,,,,1.016,,,,,,0.996,
,1.712,,1.952,,,,,,,,,
,,,,1.452,,,,,,,2.632,
,3.0,,,,,3.0,,,,,,
,,,1.76,,,,,,,,,2.02
2.976,,,,,,,,2.976,,,,
,,,,,,,,2.056,,1.816,,
,,,,,1.032,,0.992,,,,,
2.252,,,,,,,,,,2.272,,
3.0,3.0,,,,,,,,,,,
2.16,,,,2.16,,,,,,,,
,,,,1.24,,,,,,,2.72,
,3.0,,,,,,,,3.0,,,
,,,,,1.032,,,,,0.992,,
2.496,,,2.496,,,,,,,,,
,,,2.476,,,,,,,2.496,,
,0.972,,,,1.112,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,2.056,,1.816,,
,,,,1.18,,,,2.62,,,,
,,2.248,2.508,,,,,,,,,
,,,,,,,,1.692,1.872,,,
,,,,,,,2.008,,,,3.648,
,,3.004,,,,,2.984,,,,,
,,,,,,,,,1.648,,1.788,
,,,,3.992,,1.512,,,,,,
2.252,,,,,,,,,,2.272,,
,,,,,,,,2.976,,,2.976,
,,,,,,0.0,,,,,,5.0
2.024,,,,,,,,,,2.044,,
3.0,,,,,,3.0,,,,,,
,1.104,,,,,,,,,,,1.244
2.976,,,,,,,,2.976,,,,
,,1.236,,,,,,,,,,1.436
,2.428,,,,,,,,2.248,,,
,1.104,,,,,,,,,,,1.244
,2.1,,,,,,,1.44,,,,
,,,,0.476,3.096,,,,,,,
2.98,,,,,,,,,,,2.98,
2.976,,,,,,,,2.976,,,,
,1.656,,,,,,,,,,2.076,
,,,0.992,,1.032,,,,,,,
,,,,,,,,,1.78,2.3,,
,,,,0.488,3.048,,,,,,,
2.7,,,,,,,,,,,2.7,
,,,1.48,,,,,,,,,1.66
,,2.52,,1.68,,,,,,,,
,1.708,,2.008,,,,,,,,,
2.98,,,,,,,,,,,2.98,
,1.104,,,,,,,,,,,1.244
3.0,3.0,,,,,,,,,,,
,3.0,,,,,,3.0,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,2.964,,,,3.024,,
,,,,,,,,,,1.744,1.924,
2.504,,,,,,,,2.504,,,,
,,,2.984,,,,,2.964,,,,
,,,,,,,,1.184,,,,1.284
,,,2.984,,,,,2.964,,,,
,,,,3.132,,,1.912,,,,,
,,2.248,2.508,,,,,,,,,
,,,,,,,2.984,,,3.004,,
,,,,,1.032,,,0.992,,,,
,,,,1.512,,,,,,,2.392,
,,,,,,,,2.976,,,2.976,
,,,,0.524,2.904,,,,,,,
,,3.68,,,,1.98,,,,,,
,,,,,,1.98,,3.68,,,,
1.528,,,,,,,,,,,,1.548
,,3.68,,,,1.98,,,,,,
,,2.248,2.508,,,,,,,,,
,,,2.448,,,,,,,2.388,,
,,,,,,,,,1.436,,1.856,
,,,,,,,1.988,,,,,3.168
,,,,,,,,,,1.484,,1.704
,,0.992,,,1.032,,,,,,,
,0.968,,,,1.128,,,,,,,
,,,,1.1,,,,,,,2.78,
,1.184,,,,,,,1.184,,,,
,1.704,,1.944,,,,,,,,,
,,,,3.984,,1.524,,,,,,
,,,,,,1.956,,,,,3.696,
,,,,,,,,,,,1.284,1.544
,,,,3.176,,,1.896,,,,,
,1.104,,,,,,,,,,,1.244
,,,,,,,,,,1.484,,1.704
,,2.248,2.508,,,,,,,,,
,,,,,,,,1.184,,,,1.284
,,0.992,,,1.032,,,,,,,
,,,,,,1.98,,3.68,,,,
,1.732,,2.012,,,,,,,,,
,,1.572,,,,,,,,1.892,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,1.532,,1.852,,
,,1.236,,,,,,,,,,1.436
,,,,4.016,,1.476,,,,,,
3.0,3.0,,,,,,,,,,,
,,,2.268,,,,,,2.228,,,
,3.184,,,,,,2.724,,,,,
,,,,,,,1.988,,,,,3.168
,,,,,1.048,,,,,,,0.988
,,,,1.524,,,,,,2.384,,
3.0,,,,,,,3.0,,,,,
,,1.596,,,,,,1.956,,,,
,,,,1.172,,,,,,,2.672,
,,,1.956,,,,,,,,1.616,
,2.44,,,1.44,,,,,,,,
,,,3.02,,,,2.96,,,,,
2.98,,,,,,,,,,,2.98,
,,,,,1.032,,,,,,0.992,
,,,,,1.032,,0.992,,,,,
,,,,0.512,2.952,,,,,,,
,,,,,,0.0,,,,,,5.0
,,,,,,,,1.528,1.988,,,
,,1.824,,,,,,,1.864,,,
,,,2.404,,,,,,,,1.584,
,,,,,,3.0,3.0,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,,,,2.296,2.296,
0.996,,,,,1.016,,,,,,,
,2.996,,,,,,,,2.996,,,
3.0,3.0,,,,,,,,,,,
,,,,1.484,,,,,,2.504,,
,,,2.404,,,,,,,,1.584,
2.504,,,,,,,,2.504,,,,
,,,,,,3.0,3.0,,,,,
,2.708,,,,,,,2.768,,,,
,,,,,1.032,,,,,,0.992,
,3.0,,,,,3.0,,,,,,
,,,,,,2.976,,,,3.016,,
,,,,,,,,,1.648,,1.848,
,,,,,,,,1.516,2.016,,,
,,,,,,,,1.688,,,1.808,
,,,2.264,,,,,,,,1.604,
2.216,,,,2.236,,,,,,,,
,,0.992,,,1.032,,,,,,,
,1.356,,,,,,,,,,,1.496
2.844,,,,,,,,,,,2.864,
,,,,1.208,,,,2.648,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,0.0,,,,,,5.0
,,,,,,2.94,,3.04,,,,
,,2.144,,,,,,,,,2.204,
,,,,,,3.0,,,3.0,,,
,,1.556,,,,,,,2.096,,,
,,1.572,,,,,,,,1.892,,
,,,,,,,2.984,3.004,,,,
,3.0,,,,,,3.0,,,,,
2.988,,,,,,,,2.988,,,,
,,,,,,3.0,,,3.0,,,
,,,,,,,,,,,1.136,1.216
,,,,,1.0,,,1.0,,,,
,,,,,,,1.996,,,,3.636,
2.988,,,,,,,,2.988,,,,
,,,,0.46,3.16,,,,,,,
,,,2.48,1.54,,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,3.172,,,1.912,,,,,
,,,,3.968,,1.548,,,,,,
2.988,,,,,,,,2.988,,,,
,,,,0.544,2.824,,,,,,,
,1.82,,,,,,,,2.06,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,,2.972,,,3.012,,
,,,,,1.032,,0.992,,,,,
,3.44,,,,,2.34,,,,,,
,3.0,,,,,,3.0,,,,,
,1.62,,2.06,,,,,,,,,
,,,,3.96,,1.56,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,2.272,,,,,3.092
,,,,,1.032,,0.992,,,,,
,,,,,,2.976,,,,3.016,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,1.648,1.688,,,
,,1.66,,,,,,,2.06,,,
,,,,,1.032,,,,,,0.992,
3.0,3.0,,,,,,,,,,,
,,,,1.472,,,,,,,,2.552
2.496,,,2.496,,,,,,,,,
,,,,3.084,,,1.964,,,,,
,,,,,,1.488,,4.008,,,,
,,,,,1.032,,,,,,,0.992
,,,,,1.048,,,,,0.988,,
,,,,,5.0,0.0,,,,,,
,,,,3.108,,,1.968,,,,,
,3.0,,,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,1.032,,,,,,0.992,
,,,,,,,2.96,,,3.02,,
,,,,,,,2.976,2.996,,,,
,,,,,,,2.984,3.004,,,,
,,,,4.032,,1.452,,,,,,
,,,2.428,,,,,,,,2.108,
,,,,,,2.952,,3.032,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,,,1.596,,1.796,,
,,,,,1.032,,,,,,0.992,
,,,1.112,,,,,,,,,1.172
,,1.0,,,1.0,,,,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,,,,,1.74,1.84,
,2.128,,,,,,,,,1.888,,
,,,,,,,2.984,3.004,,,,
,,,,,,,,,,1.42,,1.72
3.0,,,,,,,,,3.0,,,
,,,,,,,,,1.772,1.672,,
,,,,,1.032,,0.992,,,,,
,1.62,,2.06,,,,,,,,,
,,,,,1.032,,,,,,,0.992
3.0,,,,,,3.0,,,,,,
,,,3.02,,,,2.96,,,,,
,1.556,,,,,,,,,,,1.656
,3.0,,,,,,,,3.0,,,
0.996,,,,,1.016,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,1.488,,,,,,2.708,,
2.996,2.996,,,,,,,,,,,
,1.28,,,,,,,1.52,,,,
,,,,,,2.916,,,,,3.056,
,,,,,,0.0,,,,5.0,,
,,,,,1.048,,,,0.988,,,
,,,,,,,2.016,,,,3.616,
,,1.0,,,1.0,,,,,,,
,,,,,,,,1.66,,,,1.82
,,,,3.304,,,1.924,,,,,
,,,,,,,,1.968,,1.608,,
,,,,,1.048,,,,0.988,,,
3.0,3.0,,,,,,,,,,,
,,,,4.0,,1.5,,,,,,
,2.092,2.092,,,,,,,,,,
